smiles,inchikey,cas,match,vp_mmHg,vp_source,vp_ref,bp_C,bp_source,mp_C,mp_source,logkow,logkow_source
CCCCCCCCCCCCCCCOC(C)=O,AAAIZLQILBFRTJ-UHFFFAOYSA-N,,,0.0002317775286811165,estimated,,324.4900207519531,estimated,63.163909912109375,estimated,7.2485003,estimated
C/C=C/C(=O)OC(C)C,AABBHSMFGKYLKE-SNAWJCMRSA-N,,,5.850574772224013,estimated,,141.81143188476562,estimated,-56.559112548828125,estimated,2.0489998,estimated
CC=CC(=O)OC(C)C,AABBHSMFGKYLKE-UHFFFAOYSA-N,018060-77-0,exact,5.850574772224013,estimated,,141.81143188476562,estimated,-56.559112548828125,estimated,2.0489998,estimated
CSc1nc(NC(C)C)nc(NC(C)C)n1,AAEVYOVXGOFMJO-UHFFFAOYSA-N,007287-19-6,exact,1.24e-06,experimental,"TOMLIN,C:2003",346.6826477050781,estimated,119.0,experimental,3.51,experimental
C=CCC1=CC(C)(OC)C(O)C=C1,AAKXDOQQEHOPLA-UHFFFAOYSA-N,,,0.0007612850348678029,estimated,,263.7927551269531,estimated,51.653350830078125,estimated,2.2148998,estimated
CC1(C)COC(C)(c2ccccc2)OC1,AALXTPRRKXUUOM-UHFFFAOYSA-N,005406-58-6,exact,0.003187606320716522,estimated,,275.3454895019531,estimated,62.6115608215332,estimated,3.8473997,estimated
CCCC(=O)C=CC1C(C)=CCCC1(C)C,AAMDTOSQEKQSBS-UHFFFAOYSA-N,,,0.0023697974483763862,estimated,,291.6659851074219,estimated,63.730926513671875,estimated,5.276,estimated
CCCCCCCCC1CO1,AAMHBRRZYSORSH-UHFFFAOYSA-N,068413-40-1,exact,0.6694904968140725,estimated,,194.56515502929688,estimated,-13.122650146484375,estimated,3.8099003,estimated
CCCCCCCCC=CC=CC=CC=CC=O,AAMSLZKSAJNVNF-UHFFFAOYSA-N,,,0.00014149815031158321,estimated,,343.2462463378906,estimated,39.351593017578125,estimated,6.3405995,estimated
CCC(=O)OCC(C)O,AAMWEWAFFUFOJV-UHFFFAOYSA-N,025496-75-7,exact,0.1591054276628209,estimated,,187.131103515625,estimated,-16.013031005859375,estimated,0.3081001,estimated
CCC1NC(CC)SC(CC)S1,AANIECMHWBXFCP-UHFFFAOYSA-N,,,0.0007338528329815055,estimated,,292.5487976074219,estimated,87.08301544189453,estimated,2.9162,estimated
O=c1nc[nH]c2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[Na+].[Na+],AANLCWYVVNBGEE-IDIVVRGQSA-L,,,6.056087585379497e-11,estimated,,479.9999694824219,estimated,90.26834869384766,estimated,-7.3469996,estimated
CC(C)C1C=CC(=O)CC1,AANMVENRNJYEMK-UHFFFAOYSA-N,000500-02-7,exact,0.47842184412632427,estimated,,201.64889526367188,estimated,-8.264556884765625,estimated,2.5258,estimated
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,000439-14-5,exact,5.1360904912843445e-08,estimated,,446.2972106933594,estimated,132.0,experimental,2.82,experimental
C/C=C/SSCCC,AAPBYIVJOWCMGH-HWKANZROSA-N,,,0.26036307097058364,estimated,,206.50283813476562,estimated,-22.572433471679688,estimated,3.6227,estimated
CC=CSSCCC,AAPBYIVJOWCMGH-UHFFFAOYSA-N,130007-42-0,exact,0.26036307097058364,estimated,,206.50283813476562,estimated,-22.572433471679688,estimated,3.6227,estimated
CC(=O)OCC1CCCO1,AAQDYYFAFXGBFZ-UHFFFAOYSA-N,000637-64-9,exact,0.5107597846615817,estimated,,193.0,experimental,-15.72613525390625,estimated,0.89499986,estimated
CCNc1ccc(C)cc1,AASABFUMCBTXRL-UHFFFAOYSA-N,000622-57-1,exact,0.15283539771206806,estimated,,217.0,experimental,8.735076904296875,estimated,2.32,experimental
CCOP(=O)(CC)OCC,AATNZNJRDOVKDD-UHFFFAOYSA-N,000078-38-6,exact,0.0724,experimental,"BOUBLIK,T ET AL.:1984",198.0,experimental,-13.275482177734375,estimated,0.66,experimental
CCC/C=C/CCOC(C)=O,AAYIYWGTGAUKQY-AATRIKPKSA-N,,,0.41792979437060973,estimated,,197.04660034179688,estimated,-21.663192749023438,estimated,3.1047,estimated
CCC/C=C\CCOC(C)=O,AAYIYWGTGAUKQY-WAYWQWQTSA-N,,,0.41792979437060973,estimated,,197.04660034179688,estimated,-21.663192749023438,estimated,3.1047,estimated
CCOC(=O)/C(C)=C/C(C)C,AAYYTNPAPOADFH-SOFGYWHQSA-N,,,1.0061637590600168,estimated,,179.14614868164062,estimated,-41.369232177734375,estimated,3.0874,estimated
C=CCOC(=S)CCCCC,AAZYSSVFOKJVHU-UHFFFAOYSA-N,,,0.07270180338413584,estimated,,231.39230346679688,estimated,19.33905029296875,estimated,3.7338,estimated
COc1ccccc1OC,ABDKAPXRBAPSQN-UHFFFAOYSA-N,000091-16-7,exact,0.47,experimental,"RIDDICK,JA ET AL.:1986",206.0,experimental,22.5,experimental,1.6,experimental
CC(C)CCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC(C)C,ABEXEQSGABRUHS-UHFFFAOYSA-N,067166-49-8,exact,3.836645700205159e-11,estimated,,532.2620849609375,estimated,215.88796997070312,estimated,16.4324,estimated
Cc1ccc(CCC=O)cc1,ABGZWIFTZXUDGF-UHFFFAOYSA-N,005406-12-2,exact,0.11232349800604471,estimated,,223.0,experimental,18.175933837890625,estimated,2.5803,estimated
CCCCCc1ccncc1,ABJVUPUJUGBUMM-UHFFFAOYSA-N,002961-50-4,exact,0.13351210016916615,estimated,,219.63943481445312,estimated,20.92279052734375,estimated,3.75,experimental
CC(C)CC1CCCC(C)(O)C1.CC(C)CC1CCCC(C)(O)C1,ABOSSHBEJZNCAM-UHFFFAOYSA-N,,,,,,,,,,,
CC=CC=CCC(=O)OC(C)C,ABOUSRQQDPTHOM-UHFFFAOYSA-N,,,0.20787801472708234,estimated,,210.9576416015625,estimated,-22.006866455078125,estimated,3.3073,estimated
CCCCCCCC1CCOC1=O,ABQLAMJAQZFPJI-UHFFFAOYSA-N,002983-21-3,exact,0.0022833515299410926,estimated,,297.0394592285156,estimated,10.663238525390625,estimated,3.0583,estimated
O=C1CCCC=CCCCCCCCCCC1,ABRIMXGLNHCLIP-UHFFFAOYSA-N,037609-25-9,exact,0.0002375403820539388,estimated,,341.3170471191406,estimated,53.148284912109375,estimated,5.8219004,estimated
O=C1CCC/C=C\CCCCCCCCCC1,ABRIMXGLNHCLIP-VURMDHGXSA-N,,,0.0002375403820539388,estimated,,341.3170471191406,estimated,53.148284912109375,estimated,5.8219004,estimated
CCc1ccccc1S,ABROBCBIIWHVNS-UHFFFAOYSA-N,004500-58-7,exact,0.15872366613893946,estimated,,216.26010131835938,estimated,-2.613800048828125,estimated,3.7238998,estimated
O=C1O[C@H]([C@@H](O)CO)C(O)=C1OP(=O)(O)O.[Na].[Na].[Na],ABTBLEGNFLLCMG-OFBPEYICSA-N,,,,,,,,,,,
F[Si](F)(F)F,ABTOQLMXBSRXSM-UHFFFAOYSA-N,007783-61-1,exact,,,,,,,,,
CCCCSSC,ABUPWXCYFWRZKL-UHFFFAOYSA-N,,,0.9618846028890219,estimated,,180.07437133789062,estimated,-33.38322448730469,estimated,3.3465998,estimated
CCCCCCCC=CC(=O)OC(CCCCCCCC)C(=O)O,ABVJLYHHJYIYTK-UHFFFAOYSA-N,,,7.391463811318971e-08,estimated,,428.0050354003906,estimated,158.40017700195312,estimated,7.1965003,estimated
CCCC(C)C(=O)OCCC(C)C,ACBVJQOFOUNQJU-UHFFFAOYSA-N,,,0.25793160949458094,estimated,,206.68905639648438,estimated,-20.038070678710938,estimated,4.1549,estimated
CCCCCC(O)O,ACCCMOQWYVYDOT-UHFFFAOYSA-N,,,0.026665558438363053,estimated,,210.40432739257812,estimated,0.026611328125,estimated,1.5912999,estimated
CCCC(O)CC(=O)OC,ACCRBMDJCPPJDX-UHFFFAOYSA-N,021188-58-9,exact,0.047774069231851374,estimated,,207.16641235351562,estimated,-4.528717041015625,estimated,0.79919994,estimated
COC(=O)/C=C(\C)CCC=C(C)C,ACOBBFVLNKYODD-CSKARUKUSA-N,,,0.07433539681066226,estimated,,230.96591186523438,estimated,-16.990447998046875,estimated,3.9843001,estimated
COC(=O)/C=C(/C)CCC=C(C)C,ACOBBFVLNKYODD-NTMALXAHSA-N,,,0.07433539681066226,estimated,,230.96591186523438,estimated,-16.990447998046875,estimated,3.9843001,estimated
CCCC/C=C/COC(=O)CC(C)C,ACRNCNWXWBBKGP-BQYQJAHWSA-N,,,0.04056820610483709,estimated,,242.50094604492188,estimated,1.01220703125,estimated,4.5045,estimated
N#CCCc1ccccc1,ACRWYXSKEHUQDB-UHFFFAOYSA-N,000645-59-0,exact,0.01506940199691781,estimated,,261.0,experimental,-1.0,experimental,1.72,experimental
CO[C@@H]1[C@@H](OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)[C@@H](CC=O)C[C@@H](C)[C@@H](OC2CCC(N(C)C)C(C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,ACTOXUHEUCPTEW-JMRHEKERSA-N,,,9.87490476316129e-31,estimated,,945.7779541015625,estimated,349.8399963378906,estimated,1.8735018,estimated
CCCCCCCCCCCCCCC(=O)OCC(C)C,ACTVSSLKFXCSBT-UHFFFAOYSA-N,,,7.385940280693654e-05,estimated,,341.8993225097656,estimated,72.01657104492188,estimated,8.1572,estimated
CC1=CCCC(C)(C)C1C(C)CCC=O,ACVNYUMGXUDACR-UHFFFAOYSA-N,073398-85-3,exact,0.006255683467969926,estimated,,270.6791076660156,estimated,43.0438232421875,estimated,5.198,estimated
C/C=C(\C)C=O,ACWQBUSCFPJUPN-HWKANZROSA-N,001115-11-3,stereo-blind,17.867673484208556,estimated,,117.0,experimental,-76.82235717773438,estimated,1.1485999,estimated
C/C=C(/C)C=O,ACWQBUSCFPJUPN-HYXAFXHYSA-N,001115-11-3,stereo-blind,17.867673484208556,estimated,,117.0,experimental,-76.82235717773438,estimated,1.1485999,estimated
CC=C(C)C=O,ACWQBUSCFPJUPN-UHFFFAOYSA-N,001115-11-3,exact,17.867673484208556,estimated,,117.0,experimental,-76.82235717773438,estimated,1.1485999,estimated
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Ca+2].[Ca+2],ACYGYJFTZSAZKR-UHFFFAOYSA-J,,,,,,,,,,,
O=C1Cc2ccccc2O1,ACZGCWSMSTYWDQ-UHFFFAOYSA-N,000553-86-6,exact,0.016508458468439454,estimated,,249.0,experimental,50.0,experimental,0.47589982,estimated
O=Cc1cc2ccccc2o1,ADDZHRRCUWNSCS-UHFFFAOYSA-N,004265-16-1,exact,0.007801978496075354,estimated,,263.3009338378906,estimated,50.539764404296875,estimated,2.0082002,estimated
CC(C)COCc1ccccc1,ADHMUPZYLITZIH-UHFFFAOYSA-N,000940-49-8,exact,0.1971713767508901,estimated,,212.0,experimental,-5.778289794921875,estimated,3.1746001,estimated
C=C(C)[C@@H]1CC[C@H](C)C2=C(C1)[C@@H](C)CC2,ADIDQIZBYUABQK-RWMBFGLXSA-N,,,0.024517245384311548,estimated,,261.0812072753906,estimated,26.036712646484375,estimated,6.7376995,estimated
C=C(C)C1CCC(C)C2=C(C1)C(C)CC2,ADIDQIZBYUABQK-UHFFFAOYSA-N,003691-12-1,exact,0.024517245384311548,estimated,,261.0812072753906,estimated,26.036712646484375,estimated,6.7376995,estimated
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,ADIMAYPTOBDMTL-UHFFFAOYSA-N,000604-75-1,exact,1.7938413860200498e-12,estimated,,503.6836242675781,estimated,205.0,experimental,2.24,experimental
CCCCCC/C=C/C(=O)O,ADLXTJMPCFOTOO-BQYQJAHWSA-N,,,0.005315079358555831,estimated,,267.5017395019531,estimated,58.04119873046875,estimated,3.3095002,estimated
CCCCCC/C=C\C(=O)O,ADLXTJMPCFOTOO-FPLPWBNLSA-N,,,0.005315079358555831,estimated,,267.5017395019531,estimated,58.04119873046875,estimated,3.3095002,estimated
CCCCCCC=CC(=O)O,ADLXTJMPCFOTOO-UHFFFAOYSA-N,003760-11-0,exact,0.005315079358555831,estimated,,267.5017395019531,estimated,58.04119873046875,estimated,3.3095002,estimated
CCCCC(=O)OCC(C)C,ADNADZOSMJDVIS-UHFFFAOYSA-N,010588-10-0,exact,1.0133133213034389,estimated,,179.0,experimental,-32.0628662109375,estimated,3.2462,estimated
CCCCc1ccccn1,ADSOSINJPNKUJK-UHFFFAOYSA-N,005058-19-5,exact,0.09789549136264325,estimated,,192.0,experimental,97.0,experimental,2.8251,estimated
CCCCCCCCC1CCOC1=O,AEADGZSTCJUXRK-UHFFFAOYSA-N,,,0.0010600465301369788,estimated,,311.4543151855469,estimated,21.45770263671875,estimated,3.5493999,estimated
COC(=O)c1ccccc1NC(O)CC(C)c1ccccc1,AEARHBYNCLPVFQ-UHFFFAOYSA-N,,,4.009812882537243e-09,estimated,,413.8478088378906,estimated,148.64537048339844,estimated,4.3814,estimated
CCCCCCCC1(C)OCC(C)O1,AEGTXRAMXBTODF-UHFFFAOYSA-N,,,0.04841512608767114,estimated,,244.55435180664062,estimated,32.336700439453125,estimated,4.6327,estimated
CCC(=O)c1ccc[nH]1,AEJPPSRYXGEVDT-UHFFFAOYSA-N,001073-26-3,exact,0.06463189251366325,estimated,,229.20193481445312,estimated,33.344573974609375,estimated,1.0504999,estimated
CCC(C)(O)CCc1ccccc1,AEJRTNBCFUOSEM-UHFFFAOYSA-N,010415-87-9,exact,0.0009408013416449355,estimated,,264.0903625488281,estimated,41.020233154296875,estimated,3.4199,estimated
O=C(O)CO,AEMRFAOFKBGASW-UHFFFAOYSA-N,000079-14-1,exact,0.02,experimental,"DAUBERT,TE & DANNER,RP:1991",202.73684692382812,estimated,79.5,experimental,-1.11,experimental
C=C(C)C1CCC(C)=C(C=O)C1,AESUJCDGCVANCW-UHFFFAOYSA-N,,,0.05759342514183324,estimated,,235.84786987304688,estimated,12.039825439453125,estimated,3.8853,estimated
CCC(CO)NCCNC(CC)CO,AEUTYOVWOVBAKS-UHFFFAOYSA-N,000074-55-5,exact,1.7736773441727266e-06,estimated,,334.2722473144531,estimated,89.0,experimental,-0.41019985,estimated
CC[C@@H](CO)NCCN[C@@H](CC)CO,AEUTYOVWOVBAKS-UWVGGRQHSA-N,000074-55-5,stereo-blind,1.7736773441727266e-06,estimated,,334.2722473144531,estimated,89.0,experimental,-0.41019985,estimated
CCc1nc(C)c(CC)s1,AEVBKBWVXISVBJ-UHFFFAOYSA-N,041981-71-9,exact,0.054138500809101694,estimated,,228.88031005859375,estimated,42.478492736816406,estimated,3.6170995,estimated
CC(C)C1CC=C(C=O)CC1,AEVLWICMAHGAMS-UHFFFAOYSA-N,021391-98-0,exact,0.11232349800604471,estimated,,223.0,experimental,-5.892425537109375,estimated,3.3446996,estimated
CC1=CC(C)C(C)C(C=O)C1.CC1=CC(C)C(C=O)C(C)C1,AEXLFXYEFLKADK-UHFFFAOYSA-N,,,,,,,,,,,
CCCC(C)C,AFABGHUZZDYHJO-UHFFFAOYSA-N,000107-83-5,exact,211.0,experimental,"DAUBERT,TE & DANNER,RP:1989",60.21,experimental,-153.6,experimental,3.2145,estimated
Cc1ccc(C)c2c1CC[C@@H](C(C)(C)O)C2,AFBBWQXTLZVDEE-GFCCVEGCSA-N,,,1.3399164923027104e-05,estimated,,313.9019470214844,estimated,88.84697723388672,estimated,4.8759003,estimated
CCCCCCCCC(=O)OCCc1ccccc1,AFBMLGHBGGLHOF-UHFFFAOYSA-N,057943-67-6,exact,6.595802180765207e-05,estimated,,340.1756286621094,estimated,80.95333862304688,estimated,6.0097,estimated
CNc1ccccc1,AFBPFSWMIHJQDM-UHFFFAOYSA-N,000100-61-8,exact,0.453,experimental,"DAUBERT,TE & DANNER,RP:1989",196.2,experimental,-57.0,experimental,1.66,experimental
CCCCCCC(=O)OCCC(C)C,AFCXVDRTNQNGHS-UHFFFAOYSA-N,000109-25-1,exact,0.054352714812849735,estimated,,236.95144653320312,estimated,1.932037353515625,estimated,4.7195,estimated
C=CCCCCCCCC,AFFLGGQVNFXPEV-UHFFFAOYSA-N,000872-05-9,exact,1.67,experimental,"DAUBERT,TE & DANNER,RP:1989",170.0,experimental,-66.3,experimental,5.7,experimental
CC(C)C(O)Cc1ccccc1,AFLKKLSCQQGOEK-UHFFFAOYSA-N,000705-58-8,exact,0.002961672804287109,estimated,,251.45645141601562,estimated,15.486785888671875,estimated,2.8929,estimated
FC(F)C(F)(Cl)Cl,AFTSHZRGGNMLHC-UHFFFAOYSA-N,,,378.3658935144257,estimated,,43.418731689453125,estimated,-100.06985473632812,estimated,2.1738,estimated
COc1cc(/C=C/C(C)=O)ccc1O,AFWKBSMFXWNGRE-ONEGZZNKSA-N,001080-12-2,stereo-blind,2.4927825579018428e-05,estimated,,315.0840148925781,estimated,129.0,experimental,1.3821998,estimated
COc1cc(C=CC(C)=O)ccc1O,AFWKBSMFXWNGRE-UHFFFAOYSA-N,001080-12-2,exact,2.4927825579018428e-05,estimated,,315.0840148925781,estimated,129.0,experimental,1.3821998,estimated
CCOC(=O)CCCCCCCCCCC(=O)OCC,AFYNPRWLOKYLDU-UHFFFAOYSA-N,010471-28-0,exact,0.0006024107856474348,estimated,,321.9927673339844,estimated,12.96484375,estimated,5.3157997,estimated
FC(F)(F)Cl,AFYPFACVUDMOHA-UHFFFAOYSA-N,000075-72-9,exact,21400.0,experimental,"PERRY,RH & GREEN,D:1984",-81.4,experimental,-181.0,experimental,1.65,experimental
c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,AFZSMODLJJCVPP-UHFFFAOYSA-N,000120-78-5,exact,6.212847789769932e-10,estimated,,501.2786560058594,estimated,180.0,experimental,4.6587005,estimated
CCc1cccc(CC)c1,AFZZYIJIWUTJFO-UHFFFAOYSA-N,000141-93-5,exact,1.13,experimental,"DAUBERT,TE & DANNER,RP:1989",181.1,experimental,-83.9,experimental,4.57,experimental
CCCCOc1ccc(C)cc1,AGARRLZBNOJWLG-UHFFFAOYSA-N,010519-06-9,exact,0.08022900792226596,estimated,,229.5,experimental,11.280303955078125,estimated,4.0944996,estimated
CC(C)CCCC(C)CCOC=O,AGARWNGUJKCDII-UHFFFAOYSA-N,068214-06-2,exact,0.23542745323705164,estimated,,208.4984130859375,estimated,-11.324859619140625,estimated,4.0987,estimated
CCCCCCCCCCCCOCCCCCCC,AGBBCDZKJKICGP-UHFFFAOYSA-N,,,0.00024659728673313657,estimated,,334.4665832519531,estimated,67.29656982421875,estimated,8.4157,estimated
C=C(C)C=COC(=O)CCC,AGCKUJGJZGYYCK-UHFFFAOYSA-N,,,0.5915286695841797,estimated,,190.02340698242188,estimated,-31.5736083984375,estimated,3.0245,estimated
BrCc1ccccc1,AGEZXYOZHKGVCM-UHFFFAOYSA-N,000100-39-0,exact,0.45,experimental,"KRASNYKH,EL ET AL.:2002",191.0,experimental,-1.5,experimental,2.92,experimental
Cc1ccc(CS)cc1,AGFYZLVFPSGUIX-UHFFFAOYSA-N,004498-99-1,exact,0.13388888805147914,estimated,,219.58450317382812,estimated,-1.64324951171875,estimated,3.0313,estimated
CCCC(=O)CC(=O)OCC(O)CO,AGHCATLQZLZHHD-UHFFFAOYSA-N,,,1.7574909391456532e-06,estimated,,331.1367492675781,estimated,98.30941772460938,estimated,-1.3266997,estimated
CCC(C)OC(=O)c1ccco1,AGKHJVLQDSGARV-UHFFFAOYSA-N,,,0.22946601189659765,estimated,,209.00592041015625,estimated,4.74334716796875,estimated,2.35,estimated
CC/C=C/C(=O)OCC,AGMKVZDPATUSMS-AATRIKPKSA-N,,,3.1543611220347687,estimated,,155.14877319335938,estimated,-45.16526794433594,estimated,2.1225,estimated
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,AGMMTXLNIQSRCG-UHFFFAOYSA-N,000073-49-4,exact,4.193441647943237e-11,estimated,,514.08984375,estimated,251.0,experimental,0.16129999,estimated
CCCCCCCCCCC1CCC(=O)O1,AGNLJNRENXLLQO-UHFFFAOYSA-N,002721-23-5,exact,0.00016394748249932146,estimated,,337.5719299316406,estimated,46.849082946777344,estimated,4.5316,estimated
CCCCCCCCC1OCC(C)O1,AGNUIQKIUPCFET-UHFFFAOYSA-N,068391-39-9,exact,0.036341441556848035,estimated,,253.80715942382812,estimated,23.088043212890625,estimated,3.9655995,estimated
CC[C@H](C)[C@@H](N)C(=O)O,AGPKZVBTJJNPAG-CRCLSJGQSA-N,000073-32-5,stereo-blind,8.031696625877394e-09,estimated,,408.0985412597656,estimated,280.0,experimental,-1.72,experimental
CC[C@@H](C)[C@@H](N)C(=O)O,AGPKZVBTJJNPAG-RFZPGFLSSA-N,000073-32-5,stereo-blind,8.031696625877394e-09,estimated,,408.0985412597656,estimated,280.0,experimental,-1.72,experimental
CCC(C)C(N)C(=O)O,AGPKZVBTJJNPAG-UHFFFAOYSA-N,000073-32-5,exact,8.031696625877394e-09,estimated,,408.0985412597656,estimated,280.0,experimental,-1.72,experimental
CC[C@H](C)[C@H](N)C(=O)O,AGPKZVBTJJNPAG-WHFBIAKZSA-N,000073-32-5,stereo-blind,8.031696625877394e-09,estimated,,408.0985412597656,estimated,280.0,experimental,-1.72,experimental
CC1OCC=C1SC1(S)CCOC1C,AGRIHDPBJMXWRQ-UHFFFAOYSA-N,038325-24-5,exact,0.0001708795456272305,estimated,,318.5290222167969,estimated,90.18359375,estimated,2.6458998,estimated
CN(c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],AGUIVNYEYSCPNI-UHFFFAOYSA-N,000479-45-8,exact,1.1662987215212278e-07,estimated,,432.1061096191406,estimated,131.5,experimental,1.6440998,estimated
CCNC1CCCCC1,AGVKXDPPPSLISR-UHFFFAOYSA-N,005459-93-8,exact,2.0792445822238914,estimated,,164.0,experimental,-23.41815185546875,estimated,2.5881,estimated
CCCCCCC(=O)Oc1ccc(C)cc1,AGWLNVFDVVPLDL-UHFFFAOYSA-N,071662-19-6,exact,0.0009393081818670626,estimated,,300.2226867675781,estimated,58.644073486328125,estimated,4.5926,estimated
O=C1CCCCCCCCCC/C=C/CCO1,AGZBJJSLDGWKSU-CSKARUKUSA-N,,,5.2883686349126115e-05,estimated,,365.9951477050781,estimated,26.840429306030273,estimated,4.8812,estimated
O=C1CCCCCCCCCC/C=C\CCO1,AGZBJJSLDGWKSU-NTMALXAHSA-N,,,5.2883686349126115e-05,estimated,,365.9951477050781,estimated,26.840429306030273,estimated,4.8812,estimated
O=C1CCCCCCCCCCC=CCCO1,AGZBJJSLDGWKSU-UHFFFAOYSA-N,004941-78-0,exact,5.2883686349126115e-05,estimated,,365.9951477050781,estimated,26.840429306030273,estimated,4.8812,estimated
COC(=O)C1OC1(C)c1ccccc1,AGZSSAGYWIIPFE-UHFFFAOYSA-N,,,0.007001684699945424,estimated,,262.7944030761719,estimated,56.636871337890625,estimated,2.5095,estimated
C=CC=CCC,AHAREKHAZNPPMI-UHFFFAOYSA-N,000592-48-3,exact,129.0,experimental,"BOUBLIK,T ET AL.:1984",72.0,experimental,-102.4,experimental,3.16,experimental
CCCCCCOC(=O)C(C)CCC,AHCHETIYFJZLHR-UHFFFAOYSA-N,,,0.054352714812849735,estimated,,236.95144653320312,estimated,1.932037353515625,estimated,4.7195,estimated
CCCCCCCCSC,AHCJTMBRROLNHV-UHFFFAOYSA-N,003698-95-1,exact,0.30936371143477026,estimated,,203.07168579101562,estimated,-21.32916259765625,estimated,4.3568,estimated
CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,AHDSRXYHVZECER-UHFFFAOYSA-N,000090-72-2,exact,1.6103092183879308e-06,estimated,,359.5896301269531,estimated,133.786865234375,estimated,0.77300054,estimated
CC(=O)/C=C/c1c(C)ccc(C)c1C,AHHGVKNOSDJAQN-BQYQJAHWSA-N,,,0.0019129243755663513,estimated,,285.1758117675781,estimated,62.396148681640625,estimated,3.6794,estimated
CC(=O)/C=C\c1c(C)ccc(C)c1C,AHHGVKNOSDJAQN-FPLPWBNLSA-N,,,0.0019129243755663513,estimated,,285.1758117675781,estimated,62.396148681640625,estimated,3.6794,estimated
C1COC1,AHHWIHXENZJRFG-UHFFFAOYSA-N,000503-30-0,exact,324.0,experimental,"DAUBERT,TE & DANNER,RP:1989",47.6,experimental,-97.0,experimental,-0.14,experimental
CCCCOC(=S)C(C)C,AHKIMKVNLFRNRL-UHFFFAOYSA-N,,,0.3236161274011633,estimated,,202.17276000976562,estimated,-1.446624755859375,estimated,3.3055997,estimated
CC(=O)C1CCC(=O)O1,AHLDCEZSQNGEFT-UHFFFAOYSA-N,029393-32-6,exact,0.031031239911397064,estimated,,247.55020141601562,estimated,12.651336669921875,estimated,-0.9469,estimated
CCCC(=NO)C(C)C,AHMNLRKVMYAESR-UHFFFAOYSA-N,,,0.0490860150812443,estimated,,206.72146606445312,estimated,-34.0736083984375,estimated,3.0931003,estimated
CCCCCCCCCCCCCCCC=CC=O,AHQSSWHOKBCJFA-UHFFFAOYSA-N,056554-96-2,exact,7.830978023596253e-05,estimated,,344.1344299316406,estimated,64.10453033447266,estimated,7.4766994,estimated
C=C(C)COC(=O)CCC,AHRIFIYGSJEEKU-UHFFFAOYSA-N,007149-29-3,exact,2.219628178879884,estimated,,162.62008666992188,estimated,-42.66900634765625,estimated,2.7483997,estimated
COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,AHTPATJNIAFOLR-UHFFFAOYSA-N,079277-27-3,exact,1.28e-10,experimental,"TOMLIN,C:2003",567.3560791015625,estimated,176.0,experimental,1.56,experimental
O=C(Cl)Oc1ccccc1,AHWALFGBDFAJAI-UHFFFAOYSA-N,001885-14-9,exact,0.564,experimental,"DAMLE,SB:1993",185.0,experimental,0.348297119140625,estimated,1.3527,estimated
COCc1ccc(O)cc1,AHXXIALEMINDAW-UHFFFAOYSA-N,005355-17-9,exact,0.026109786476170273,estimated,,230.36361694335938,estimated,36.27494430541992,estimated,1.2946,estimated
C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)OC=O,AHZYNUWTBDLJHG-RHBQXOTJSA-N,,,0.0011862319644988808,estimated,,286.3690490722656,estimated,80.50675964355469,estimated,4.7839003,estimated
CC(=O)OCC1=CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,AICQDCHSUWFHCC-ZUFFMMDNSA-N,,,0.00024389127026649127,estimated,,312.3976745605469,estimated,89.03532409667969,estimated,5.2835,estimated
CCC=CCC(OC)OC,AIFDKYGVVMSLMZ-UHFFFAOYSA-N,055444-65-0,exact,3.300167003089311,estimated,,159.91812133789062,estimated,-44.572845458984375,estimated,1.9720999,estimated
CC/C=C\CC(OC)OC,AIFDKYGVVMSLMZ-WAYWQWQTSA-N,,,3.300167003089311,estimated,,159.91812133789062,estimated,-44.572845458984375,estimated,1.9720999,estimated
OCCC1CCCc2ccccc21,AIHUOSMQBXJRER-UHFFFAOYSA-N,068480-12-6,exact,7.478923064323442e-05,estimated,,296.5417785644531,estimated,62.754425048828125,estimated,3.4013004,estimated
CCC(=O)SC,AIILTVHCLAEMDA-UHFFFAOYSA-N,,,6.76413219310179,estimated,,138.63970947265625,estimated,-43.35008239746094,estimated,0.71469986,estimated
CC(=O)C=O,AIJULSRZWUXGPQ-UHFFFAOYSA-N,000078-98-8,exact,121.23846951428601,estimated,,72.0,experimental,25.0,experimental,-1.4959002,estimated
