smiles,inchikey,dtxsid,match,vp_mmHg,vp_source,bp_C,bp_source,logp,logp_source
CCCCCCCCCCCCCCCOC(C)=O,AAAIZLQILBFRTJ-UHFFFAOYSA-N,DTXSID50334842,exact,5.011872336272725e-05,predicted,292.0,predicted,7.05,predicted
C/C=C/C(=O)OC(C)C,AABBHSMFGKYLKE-SNAWJCMRSA-N,DTXSID801020077,exact,7.762471166286917,predicted,146.0,predicted,2.28,predicted
CC=CC(=O)OC(C)C,AABBHSMFGKYLKE-UHFFFAOYSA-N,DTXSID00863738,exact,7.762471166286917,predicted,146.0,predicted,2.28,predicted
CSc1nc(NC(C)C)nc(NC(C)C)n1,AAEVYOVXGOFMJO-UHFFFAOYSA-N,DTXSID4024272,exact,1.2302687708123811e-06,experimental,339.0,predicted,3.51,experimental
C=CCC1=CC(C)(OC)C(O)C=C1,AAKXDOQQEHOPLA-UHFFFAOYSA-N,,,,,,,,
CC1(C)COC(C)(c2ccccc2)OC1,AALXTPRRKXUUOM-UHFFFAOYSA-N,DTXSID4052188,exact,0.008128305161640995,predicted,260.0,predicted,2.72,predicted
CCCC(=O)C=CC1C(C)=CCCC1(C)C,AAMDTOSQEKQSBS-UHFFFAOYSA-N,,,,,,,,
CCCCCCCCC1CO1,AAMHBRRZYSORSH-UHFFFAOYSA-N,,,,,,,,
CCCCCCCCC=CC=CC=CC=CC=O,AAMSLZKSAJNVNF-UHFFFAOYSA-N,,,,,,,,
CCC(=O)OCC(C)O,AAMWEWAFFUFOJV-UHFFFAOYSA-N,,,,,,,,
CCC1NC(CC)SC(CC)S1,AANIECMHWBXFCP-UHFFFAOYSA-N,DTXSID10338184,exact,0.0015488166189124811,predicted,262.0,predicted,4.02,predicted
O=c1nc[nH]c2c1ncn2[C@@H]1O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]1O.[Na+].[Na+],AANLCWYVVNBGEE-IDIVVRGQSA-L,DTXSID4044242,exact,3.4673685045253096e-09,predicted,318.0,predicted,-1.32,predicted
CC(C)C1C=CC(=O)CC1,AANMVENRNJYEMK-UHFFFAOYSA-N,,,,,,,,
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,AAOVKJBEBIDNHE-UHFFFAOYSA-N,DTXSID4020406,exact,5.7543993733715665e-08,predicted,337.0,predicted,2.91,experimental
C/C=C/SSCCC,AAPBYIVJOWCMGH-HWKANZROSA-N,DTXSID501377788,exact,0.32359365692962827,predicted,204.0,predicted,2.93,predicted
CC=CSSCCC,AAPBYIVJOWCMGH-UHFFFAOYSA-N,DTXSID50863647,exact,0.32359365692962827,predicted,204.0,predicted,2.93,predicted
CC(=O)OCC1CCCO1,AAQDYYFAFXGBFZ-UHFFFAOYSA-N,,,,,,,,
CCNc1ccc(C)cc1,AASABFUMCBTXRL-UHFFFAOYSA-N,DTXSID7060754,exact,0.02754228703338166,predicted,218.0,predicted,2.42,predicted
CCOP(=O)(CC)OCC,AATNZNJRDOVKDD-UHFFFAOYSA-N,DTXSID7025051,exact,0.07244359600749903,experimental,198.0,experimental,0.66,experimental
CCC/C=C/CCOC(C)=O,AAYIYWGTGAUKQY-AATRIKPKSA-N,DTXSID301014580,exact,0.6760829753919817,predicted,196.0,predicted,2.94,predicted
CCC/C=C\CCOC(C)=O,AAYIYWGTGAUKQY-WAYWQWQTSA-N,DTXSID801357761,exact,0.6760829753919817,predicted,196.0,predicted,2.94,predicted
CCOC(=O)/C(C)=C/C(C)C,AAYYTNPAPOADFH-SOFGYWHQSA-N,DTXSID0074392,exact,1.3489628825916535,predicted,183.0,predicted,2.99,predicted
C=CCOC(=S)CCCCC,AAZYSSVFOKJVHU-UHFFFAOYSA-N,,,,,,,,
COc1ccccc1OC,ABDKAPXRBAPSQN-UHFFFAOYSA-N,DTXSID7047065,exact,0.4677351412871982,experimental,206.0,experimental,1.6,experimental
CC(C)CCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC(C)C,ABEXEQSGABRUHS-UHFFFAOYSA-N,DTXSID3068338,exact,9.120108393559115e-11,predicted,488.0,predicted,8.77,predicted
Cc1ccc(CCC=O)cc1,ABGZWIFTZXUDGF-UHFFFAOYSA-N,DTXSID2063844,exact,0.3981071705534972,predicted,223.0,experimental,2.38,predicted
CCCCCc1ccncc1,ABJVUPUJUGBUMM-UHFFFAOYSA-N,DTXSID70183793,exact,0.6025595860743578,predicted,206.0,predicted,3.75,experimental
CC(C)CC1CCCC(C)(O)C1.CC(C)CC1CCCC(C)(O)C1,ABOSSHBEJZNCAM-UHFFFAOYSA-N,,,,,,,,
CC=CC=CCC(=O)OC(C)C,ABOUSRQQDPTHOM-UHFFFAOYSA-N,,,,,,,,
CCCCCCCC1CCOC1=O,ABQLAMJAQZFPJI-UHFFFAOYSA-N,,,,,,,,
O=C1CCCC=CCCCCCCCCCC1,ABRIMXGLNHCLIP-UHFFFAOYSA-N,DTXSID8047139,exact,1.2589254117941661e-05,predicted,315.0,predicted,6.0,predicted
O=C1CCC/C=C\CCCCCCCCCC1,ABRIMXGLNHCLIP-VURMDHGXSA-N,DTXSID8047139,stereo-blind,1.2589254117941661e-05,predicted,315.0,predicted,6.0,predicted
CCc1ccccc1S,ABROBCBIIWHVNS-UHFFFAOYSA-N,DTXSID2063501,exact,0.29512092266663853,predicted,201.0,predicted,3.26,predicted
O=C1O[C@H]([C@@H](O)CO)C(O)=C1OP(=O)(O)O.[Na].[Na].[Na],ABTBLEGNFLLCMG-OFBPEYICSA-N,,,,,,,,
F[Si](F)(F)F,ABTOQLMXBSRXSM-UHFFFAOYSA-N,DTXSID0064830,exact,,,,,,
CCCCSSC,ABUPWXCYFWRZKL-UHFFFAOYSA-N,DTXSID20334793,exact,1.202264434617413,predicted,191.0,predicted,2.98,predicted
CCCCCCCC=CC(=O)OC(CCCCCCCC)C(=O)O,ABVJLYHHJYIYTK-UHFFFAOYSA-N,,,,,,,,
CCCC(C)C(=O)OCCC(C)C,ACBVJQOFOUNQJU-UHFFFAOYSA-N,DTXSID00280663,exact,0.33884415613920255,predicted,221.0,predicted,4.23,predicted
CCCCCC(O)O,ACCCMOQWYVYDOT-UHFFFAOYSA-N,DTXSID70181274,exact,0.008912509381337459,predicted,223.0,predicted,1.02,predicted
CCCC(O)CC(=O)OC,ACCRBMDJCPPJDX-UHFFFAOYSA-N,,,,,,,,
COC(=O)/C=C(\C)CCC=C(C)C,ACOBBFVLNKYODD-CSKARUKUSA-N,DTXSID40274147,exact,0.05248074602497726,predicted,221.0,predicted,3.78,predicted
COC(=O)/C=C(/C)CCC=C(C)C,ACOBBFVLNKYODD-NTMALXAHSA-N,DTXSID90883763,exact,0.05248074602497726,predicted,221.0,predicted,3.78,predicted
CCCC/C=C/COC(=O)CC(C)C,ACRNCNWXWBBKGP-BQYQJAHWSA-N,DTXSID501238164,exact,0.0446683592150963,predicted,239.0,predicted,4.26,predicted
N#CCCc1ccccc1,ACRWYXSKEHUQDB-UHFFFAOYSA-N,DTXSID4060949,exact,0.07762471166286916,predicted,261.0,experimental,1.72,experimental
CO[C@@H]1[C@@H](OC2OC(C)C(OC3CC(C)(O)C(O)C(C)O3)C(N(C)C)C2O)[C@@H](CC=O)C[C@@H](C)[C@@H](OC2CCC(N(C)C)C(C)O2)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,ACTOXUHEUCPTEW-JMRHEKERSA-N,,,,,,,,
CCCCCCCCCCCCCCC(=O)OCC(C)C,ACTVSSLKFXCSBT-UHFFFAOYSA-N,,,,,,,,
CC1=CCCC(C)(C)C1C(C)CCC=O,ACVNYUMGXUDACR-UHFFFAOYSA-N,,,,,,,,
C/C=C(\C)C=O,ACWQBUSCFPJUPN-HWKANZROSA-N,DTXSID1049308,exact,15.13561248436208,predicted,124.0,predicted,0.88,predicted
C/C=C(/C)C=O,ACWQBUSCFPJUPN-HYXAFXHYSA-N,DTXSID00859414,stereo-blind,15.13561248436208,predicted,124.0,predicted,0.88,predicted
CC=C(C)C=O,ACWQBUSCFPJUPN-UHFFFAOYSA-N,DTXSID00859414,exact,15.13561248436208,predicted,124.0,predicted,0.88,predicted
O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Ca+2].[Ca+2],ACYGYJFTZSAZKR-UHFFFAOYSA-J,DTXSID80923187,exact,1.5135612484362072e-12,predicted,318.0,predicted,-1.31,predicted
O=C1Cc2ccccc2O1,ACZGCWSMSTYWDQ-UHFFFAOYSA-N,DTXSID70203829,exact,0.0023442288153199225,predicted,249.0,experimental,1.53,predicted
O=Cc1cc2ccccc2o1,ADDZHRRCUWNSCS-UHFFFAOYSA-N,DTXSID4047121,exact,0.00013489628825916533,predicted,261.0,predicted,2.31,predicted
CC(C)COCc1ccccc1,ADHMUPZYLITZIH-UHFFFAOYSA-N,DTXSID10240192,exact,0.4677351412871982,predicted,212.0,experimental,2.84,predicted
C=C(C)[C@@H]1CC[C@H](C)C2=C(C1)[C@@H](C)CC2,ADIDQIZBYUABQK-RWMBFGLXSA-N,DTXSID5052046,exact,0.023442288153199226,predicted,255.0,predicted,5.36,predicted
C=C(C)C1CCC(C)C2=C(C1)C(C)CC2,ADIDQIZBYUABQK-UHFFFAOYSA-N,,,,,,,,
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,ADIMAYPTOBDMTL-UHFFFAOYSA-N,,,,,,,,
CCCCCC/C=C/C(=O)O,ADLXTJMPCFOTOO-BQYQJAHWSA-N,DTXSID501364488,exact,0.001412537544622754,predicted,278.0,predicted,2.89,predicted
CCCCCC/C=C\C(=O)O,ADLXTJMPCFOTOO-FPLPWBNLSA-N,DTXSID8063171,stereo-blind,0.001412537544622754,predicted,278.0,predicted,2.89,predicted
CCCCCCC=CC(=O)O,ADLXTJMPCFOTOO-UHFFFAOYSA-N,DTXSID8063171,exact,0.001412537544622754,predicted,278.0,predicted,2.89,predicted
CCCCC(=O)OCC(C)C,ADNADZOSMJDVIS-UHFFFAOYSA-N,DTXSID1065134,exact,1.3489628825916535,predicted,179.0,experimental,3.23,predicted
CCCCc1ccccn1,ADSOSINJPNKUJK-UHFFFAOYSA-N,DTXSID00198597,exact,1.0715193052376064,predicted,192.0,experimental,3.02,predicted
CCCCCCCCC1CCOC1=O,AEADGZSTCJUXRK-UHFFFAOYSA-N,DTXSID40606469,exact,0.03630780547701014,predicted,263.0,predicted,3.77,predicted
COC(=O)c1ccccc1NC(O)CC(C)c1ccccc1,AEARHBYNCLPVFQ-UHFFFAOYSA-N,,,,,,,,
CCCCCCCC1(C)OCC(C)O1,AEGTXRAMXBTODF-UHFFFAOYSA-N,,,,,,,,
CCC(=O)c1ccc[nH]1,AEJPPSRYXGEVDT-UHFFFAOYSA-N,DTXSID30147997,exact,0.020417379446695295,predicted,234.0,predicted,0.63,predicted
CCC(C)(O)CCc1ccccc1,AEJRTNBCFUOSEM-UHFFFAOYSA-N,,,,,,,,
O=C(O)CO,AEMRFAOFKBGASW-UHFFFAOYSA-N,DTXSID0025363,exact,0.0199526231496888,experimental,206.0,predicted,-1.11,experimental
C=C(C)C1CCC(C)=C(C=O)C1,AESUJCDGCVANCW-UHFFFAOYSA-N,,,,,,,,
CCC(CO)NCCNC(CC)CO,AEUTYOVWOVBAKS-UHFFFAOYSA-N,,,,,,,,
CC[C@@H](CO)NCCN[C@@H](CC)CO,AEUTYOVWOVBAKS-UWVGGRQHSA-N,DTXSID8023006,exact,3.162277660168379e-06,predicted,269.0,predicted,1.02,predicted
CCc1nc(C)c(CC)s1,AEVBKBWVXISVBJ-UHFFFAOYSA-N,,,,,,,,
CC(C)C1CC=C(C=O)CC1,AEVLWICMAHGAMS-UHFFFAOYSA-N,,,,,,,,
CC1=CC(C)C(C)C(C=O)C1.CC1=CC(C)C(C=O)C(C)C1,AEXLFXYEFLKADK-UHFFFAOYSA-N,,,,,,,,
CCCC(C)C,AFABGHUZZDYHJO-UHFFFAOYSA-N,DTXSID4029143,exact,208.92961308540387,experimental,62.0,predicted,3.62,predicted
Cc1ccc(C)c2c1CC[C@@H](C(C)(C)O)C2,AFBBWQXTLZVDEE-GFCCVEGCSA-N,,,,,,,,
CCCCCCCCC(=O)OCCc1ccccc1,AFBMLGHBGGLHOF-UHFFFAOYSA-N,DTXSID60206647,exact,1.62181009735893e-05,predicted,319.0,predicted,5.36,predicted
CNc1ccccc1,AFBPFSWMIHJQDM-UHFFFAOYSA-N,DTXSID9021841,exact,0.44668359215096315,predicted,196.0,experimental,1.66,experimental
CCCCCCC(=O)OCCC(C)C,AFCXVDRTNQNGHS-UHFFFAOYSA-N,DTXSID6059366,exact,0.039810717055349734,predicted,243.0,predicted,4.48,predicted
C=CCCCCCCCC,AFFLGGQVNFXPEV-UHFFFAOYSA-N,DTXSID8027329,exact,1.6595869074375607,experimental,170.0,predicted,5.7,experimental
CC(C)C(O)Cc1ccccc1,AFLKKLSCQQGOEK-UHFFFAOYSA-N,,,,,,,,
FC(F)C(F)(Cl)Cl,AFTSHZRGGNMLHC-UHFFFAOYSA-N,DTXSID6042022,exact,616.5950018614822,predicted,30.0,predicted,2.29,predicted
COc1cc(/C=C/C(C)=O)ccc1O,AFWKBSMFXWNGRE-ONEGZZNKSA-N,DTXSID001377933,exact,,,,,,
COc1cc(C=CC(C)=O)ccc1O,AFWKBSMFXWNGRE-UHFFFAOYSA-N,DTXSID2061480,exact,2.2908676527677747e-06,predicted,293.0,predicted,1.64,predicted
CCOC(=O)CCCCCCCCCCC(=O)OCC,AFYNPRWLOKYLDU-UHFFFAOYSA-N,DTXSID50146669,exact,3.235936569296281e-05,predicted,319.0,predicted,5.14,predicted
FC(F)(F)Cl,AFYPFACVUDMOHA-UHFFFAOYSA-N,DTXSID4052500,exact,21379.620895022323,experimental,-81.0,experimental,1.65,experimental
c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,AFZSMODLJJCVPP-UHFFFAOYSA-N,DTXSID1020146,exact,2.089296130854041e-10,predicted,400.0,predicted,4.37,predicted
CCc1cccc(CC)c1,AFZZYIJIWUTJFO-UHFFFAOYSA-N,DTXSID1022003,exact,1.1220184543019633,experimental,183.0,predicted,4.57,experimental
CCCCOc1ccc(C)cc1,AGARRLZBNOJWLG-UHFFFAOYSA-N,DTXSID9065102,exact,0.32359365692962827,predicted,229.0,predicted,3.91,predicted
CC(C)CCCC(C)CCOC=O,AGARWNGUJKCDII-UHFFFAOYSA-N,,,,,,,,
CCCCCCCCCCCCOCCCCCCC,AGBBCDZKJKICGP-UHFFFAOYSA-N,,,,,,,,
C=C(C)C=COC(=O)CCC,AGCKUJGJZGYYCK-UHFFFAOYSA-N,,,,,,,,
BrCc1ccccc1,AGEZXYOZHKGVCM-UHFFFAOYSA-N,DTXSID8024658,exact,0.44668359215096315,experimental,201.0,experimental,2.92,experimental
Cc1ccc(CS)cc1,AGFYZLVFPSGUIX-UHFFFAOYSA-N,DTXSID30196349,exact,0.3311311214825911,predicted,207.0,predicted,2.92,predicted
CCCC(=O)CC(=O)OCC(O)CO,AGHCATLQZLZHHD-UHFFFAOYSA-N,,,,,,,,
CCC(C)OC(=O)c1ccco1,AGKHJVLQDSGARV-UHFFFAOYSA-N,,,,,,,,
CC/C=C/C(=O)OCC,AGMKVZDPATUSMS-AATRIKPKSA-N,DTXSID801363134,exact,3.8018939632056115,predicted,149.0,predicted,2.18,predicted
CCC1NC(=O)c2cc(S(N)(=O)=O)c(Cl)cc2N1,AGMMTXLNIQSRCG-UHFFFAOYSA-N,,,,,,,,
CCCCCCCCCCC1CCC(=O)O1,AGNLJNRENXLLQO-UHFFFAOYSA-N,,,,,,,,
CCCCCCCCC1OCC(C)O1,AGNUIQKIUPCFET-UHFFFAOYSA-N,,,,,,,,
CC[C@H](C)[C@@H](N)C(=O)O,AGPKZVBTJJNPAG-CRCLSJGQSA-N,DTXSID901019590,exact,0.025118864315095794,predicted,222.0,predicted,-1.72,predicted
CC[C@@H](C)[C@@H](N)C(=O)O,AGPKZVBTJJNPAG-RFZPGFLSSA-N,DTXSID1046346,exact,0.025118864315095794,predicted,222.0,predicted,-1.72,predicted
CCC(C)C(N)C(=O)O,AGPKZVBTJJNPAG-UHFFFAOYSA-N,,,,,,,,
CC[C@H](C)[C@H](N)C(=O)O,AGPKZVBTJJNPAG-WHFBIAKZSA-N,DTXSID1047441,exact,0.025118864315095794,predicted,222.0,predicted,-1.72,experimental
CC1OCC=C1SC1(S)CCOC1C,AGRIHDPBJMXWRQ-UHFFFAOYSA-N,,,,,,,,
CN(c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-])[N+](=O)[O-],AGUIVNYEYSCPNI-UHFFFAOYSA-N,DTXSID7047770,exact,1.4454397707459279e-08,predicted,315.0,predicted,2.38,predicted
CCNC1CCCCC1,AGVKXDPPPSLISR-UHFFFAOYSA-N,DTXSID8063913,exact,0.3801893963205612,predicted,164.0,experimental,2.17,predicted
CCCCCCC(=O)Oc1ccc(C)cc1,AGWLNVFDVVPLDL-UHFFFAOYSA-N,DTXSID50992244,exact,0.004168693834703355,predicted,276.0,predicted,3.9,predicted
O=C1CCCCCCCCCC/C=C/CCO1,AGZBJJSLDGWKSU-CSKARUKUSA-N,DTXSID1074412,exact,7.244359600749906e-06,predicted,302.0,predicted,4.96,predicted
O=C1CCCCCCCCCC/C=C\CCO1,AGZBJJSLDGWKSU-NTMALXAHSA-N,DTXSID10888851,exact,,,,,,
O=C1CCCCCCCCCCC=CCCO1,AGZBJJSLDGWKSU-UHFFFAOYSA-N,DTXSID901507412,exact,7.244359600749906e-06,predicted,302.0,predicted,4.96,predicted
COC(=O)C1OC1(C)c1ccccc1,AGZSSAGYWIIPFE-UHFFFAOYSA-N,DTXSID40281154,exact,0.0021379620895022326,predicted,265.0,predicted,2.03,predicted
C=CC=CCC,AHAREKHAZNPPMI-UHFFFAOYSA-N,DTXSID00870644,exact,151.35612484362088,predicted,74.0,experimental,3.16,experimental
CCCCCCOC(=O)C(C)CCC,AHCHETIYFJZLHR-UHFFFAOYSA-N,DTXSID60280669,exact,0.04168693834703355,predicted,243.0,predicted,4.57,predicted
CCCCCCCCSC,AHCJTMBRROLNHV-UHFFFAOYSA-N,DTXSID00190470,exact,0.7585775750291838,predicted,202.0,predicted,4.8,predicted
CN(C)Cc1cc(CN(C)C)c(O)c(CN(C)C)c1,AHDSRXYHVZECER-UHFFFAOYSA-N,DTXSID5026548,exact,1.7378008287493765e-07,predicted,323.0,predicted,0.82,predicted
CC(=O)/C=C/c1c(C)ccc(C)c1C,AHHGVKNOSDJAQN-BQYQJAHWSA-N,DTXSID601017521,exact,0.1,predicted,272.0,predicted,3.11,predicted
CC(=O)/C=C\c1c(C)ccc(C)c1C,AHHGVKNOSDJAQN-FPLPWBNLSA-N,DTXSID101017483,exact,0.1,predicted,272.0,predicted,3.11,predicted
C1COC1,AHHWIHXENZJRFG-UHFFFAOYSA-N,DTXSID8025969,exact,323.5936569296281,experimental,47.0,predicted,-0.14,experimental
CCCCOC(=S)C(C)C,AHKIMKVNLFRNRL-UHFFFAOYSA-N,,,,,,,,
CC(=O)C1CCC(=O)O1,AHLDCEZSQNGEFT-UHFFFAOYSA-N,,,,,,,,
CCCC(=NO)C(C)C,AHMNLRKVMYAESR-UHFFFAOYSA-N,DTXSID50888673,exact,0.15848931924611134,predicted,191.0,predicted,1.67,predicted
CCCCCCCCCCCCCCCC=CC=O,AHQSSWHOKBCJFA-UHFFFAOYSA-N,DTXSID901377635,exact,1.1481536214968817e-05,predicted,312.0,predicted,7.58,predicted
C=C(C)COC(=O)CCC,AHRIFIYGSJEEKU-UHFFFAOYSA-N,DTXSID30221706,exact,2.8183829312644537,predicted,163.0,predicted,2.52,predicted
COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,AHTPATJNIAFOLR-UHFFFAOYSA-N,DTXSID1024124,exact,1.2882495516931322e-10,experimental,265.0,predicted,1.56,experimental
O=C(Cl)Oc1ccccc1,AHWALFGBDFAJAI-UHFFFAOYSA-N,DTXSID9044403,exact,0.5623413251903491,experimental,185.0,experimental,2.32,predicted
COCc1ccc(O)cc1,AHXXIALEMINDAW-UHFFFAOYSA-N,DTXSID2074746,exact,0.017378008287493755,predicted,250.0,predicted,1.33,predicted
C[C@@H]1CC[C@H]2C(C)(C)[C@H]3C[C@@]12CC[C@@]3(C)OC=O,AHZYNUWTBDLJHG-RHBQXOTJSA-N,DTXSID00865974,exact,0.00010715193052376059,predicted,315.0,predicted,4.1,predicted
CC(=O)OCC1=CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C,AICQDCHSUWFHCC-ZUFFMMDNSA-N,DTXSID3051709,exact,2.0417379446695273e-06,predicted,330.0,predicted,4.23,predicted
CCC=CCC(OC)OC,AIFDKYGVVMSLMZ-UHFFFAOYSA-N,,,,,,,,
CC/C=C\CC(OC)OC,AIFDKYGVVMSLMZ-WAYWQWQTSA-N,DTXSID70886136,exact,2.3988329190194904,predicted,148.0,predicted,1.48,predicted
OCCC1CCCc2ccccc21,AIHUOSMQBXJRER-UHFFFAOYSA-N,,,,,,,,
CCC(=O)SC,AIILTVHCLAEMDA-UHFFFAOYSA-N,DTXSID801020172,exact,8.709635899560805,predicted,117.0,predicted,0.93,predicted
CC(=O)C=O,AIJULSRZWUXGPQ-UHFFFAOYSA-N,DTXSID0021628,exact,4.897788193684462,predicted,72.0,experimental,-0.28,predicted
COP(=S)(OC)SCC(=O)N(C)C=O,AIKKULXCBHRFOS-UHFFFAOYSA-N,DTXSID4041991,exact,8.511380382023759e-07,experimental,329.0,predicted,1.48,experimental
Cc1nc2c(nc1C)CCC2,AIKNQWWUQFXNAZ-UHFFFAOYSA-N,DTXSID801015369,exact,0.005128613839913648,predicted,200.0,predicted,1.43,predicted
CCOC1=C(C)OC(C)C1=O,AILFSZXBRNLVHY-UHFFFAOYSA-N,,,,,,,,
C1CSSSS1,AILGMPPHXLHASV-UHFFFAOYSA-N,DTXSID60343965,exact,0.32359365692962827,predicted,209.0,predicted,3.22,predicted
CCCCCCC(C)CC=O,AINZHCCLJXQMHM-UHFFFAOYSA-N,,,,,,,,
COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,AIONOLUJZLIMTK-UHFFFAOYSA-N,DTXSID80274404,exact,2.5703957827688646e-09,predicted,398.0,predicted,2.6,predicted
CCOC(=O)C(O)(c1ccccc1)c1ccccc1,AIPVNQQMYPWQSX-UHFFFAOYSA-N,DTXSID10200211,exact,5.128613839913648e-07,predicted,336.0,predicted,2.72,predicted
CCC=CCCOC(=O)CC(C)C,AIQLNKITFBJPFO-UHFFFAOYSA-N,DTXSID9064920,exact,0.09772372209558107,predicted,219.0,predicted,4.0,predicted
CC/C=C\CCOC(=O)CC(C)C,AIQLNKITFBJPFO-WAYWQWQTSA-N,DTXSID2052029,exact,0.09772372209558107,predicted,222.0,predicted,4.0,predicted
CC1=CCCC(C)(C)C1/C=C\C(C)C=O,AISADLWIINCFJS-FPLPWBNLSA-N,,,,,,,,
CCCCCCCCCCCCCC(=O)OCCC(C)C,AISCBZKHUSXEOC-UHFFFAOYSA-N,DTXSID70211525,exact,2.691534803926914e-05,predicted,363.0,predicted,7.78,predicted
CCCCCCCCCCCCCCCCCCCCC(C)C,AISQJRLSHDWVGU-UHFFFAOYSA-N,DTXSID90333899,exact,4.365158322401657e-06,predicted,377.0,predicted,9.47,predicted
CCCCC/C=C/C(=O)OCC,AISZSTYLOVXFII-CMDGGOBGSA-N,DTXSID701020036,exact,0.19054607179632474,predicted,208.0,predicted,3.54,predicted
CCCCC/C=C\C(=O)OCC,AISZSTYLOVXFII-HJWRWDBZSA-N,DTXSID5062344,stereo-blind,0.19054607179632474,predicted,208.0,predicted,3.54,predicted
CCCCCC=CC(=O)OCC,AISZSTYLOVXFII-UHFFFAOYSA-N,DTXSID5062344,exact,0.19054607179632474,predicted,208.0,predicted,3.54,predicted
CCCCCCCCC[C@H](O)CC(=O)CCc1ccc(O)c(OC)c1,AIULWNKTYPZYAN-SFHVURJKSA-N,DTXSID80178079,exact,1.1748975549395303e-09,predicted,404.0,predicted,5.63,predicted
CC1=NC(C)SC1C,AIVVNNYXOSPRCW-UHFFFAOYSA-N,,,,,,,,
C[N+](C)(C)CCOC(N)=O.[Cl-],AIXAANGOTKPUOY-UHFFFAOYSA-N,DTXSID9022730,exact,0.12302687708123815,predicted,212.0,predicted,0.14,predicted
FC(F)(Cl)C(F)(Cl)Cl,AJDIZQLSFPQPEY-UHFFFAOYSA-N,DTXSID6021377,exact,363.0780547701014,experimental,48.0,experimental,3.16,experimental
O=C(Nc1ccc2c(c1)C(O)OC21c2ccc(O)cc2Oc2cc(O)ccc21)c1c(F)c(F)c(F)c(F)c1F,AJIMMVOZOJXJKD-UHFFFAOYSA-N,DTXSID70415521,exact,1.9054607179632444e-09,predicted,454.0,predicted,4.23,predicted
CC(=O)c1ccccn1,AJKVQEKCUACUMD-UHFFFAOYSA-N,DTXSID7024409,exact,0.2344228815319922,predicted,194.0,predicted,0.85,experimental
CC1CCCS1,AJPGNQYBSTXCJE-UHFFFAOYSA-N,,,,,,,,
O=P([O-])(O)O.[Na+],AJPJDKMHJJGVTQ-UHFFFAOYSA-M,DTXSID7035222,exact,,,,,,
C=C/C=C/C=C\CCC(=O)CC,AJRVUFGWENEBHO-MDAAKZFYSA-N,DTXSID601376783,exact,0.8128305161640993,predicted,222.0,predicted,3.45,predicted
CCCCCCCCCCCC(OC)OC,AJUWUYJULVYGRA-UHFFFAOYSA-N,DTXSID8065797,exact,0.009772372209558112,predicted,273.0,predicted,5.21,predicted
CC1(C)[C@@H]2CC[C@](C)(C2)[C@@]1(C)O,AJVKAPQCJKEUSG-IEBDPFPHSA-N,,,,,,,,
CC12CCC(C1)C(C)(C)C2(C)O,AJVKAPQCJKEUSG-UHFFFAOYSA-N,,,,,,,,
CCCCCC=COC(=O)CC(C)C,AJVWNIUXROUMIC-UHFFFAOYSA-N,,,,,,,,
CN1C(=O)CC(C)(c2ccccc2)C1=O,AJXPJJZHWIXJCJ-UHFFFAOYSA-N,,,,,,,,
CC1OC1(C)C=CC1OC1(C)C,AJXYQJKBNYBUFD-UHFFFAOYSA-N,,,,,,,,
CC(C)=C1CCC2(C)OC2C1=O,AKASWINDKIEEBO-UHFFFAOYSA-N,,,,,,,,
Nc1ccccc1Cl,AKCRQHGQIJBRMN-UHFFFAOYSA-N,DTXSID2021810,exact,0.20417379446695297,experimental,209.0,experimental,1.9,experimental
CCCCCC(=O)SC,AKGAHYLJHAOPKQ-UHFFFAOYSA-N,DTXSID1062417,exact,0.8511380382023764,predicted,192.0,predicted,2.44,predicted
CC(=O)CCc1ccccc1,AKGGYBADQZYZPD-UHFFFAOYSA-N,DTXSID6033241,exact,0.06760829753919818,predicted,231.0,predicted,2.38,predicted
C=C(CCCCCCC)C(C)O,AKGMCHHJGKZUBK-UHFFFAOYSA-N,,,,,,,,
CC(=O)OC1CCCCC1C,AKIIJALHGMKJEJ-UHFFFAOYSA-N,,,,,,,,
CCCCCCCCCCOC(=O)Cc1ccccc1,AKKHCVAUQXJEOR-UHFFFAOYSA-N,DTXSID60340035,exact,6.606934480075964e-06,predicted,320.0,predicted,5.56,predicted
C=CCCCCCCCC=O,AKMSQWLDTSOVME-UHFFFAOYSA-N,DTXSID7052072,exact,0.17378008287493754,predicted,207.0,predicted,3.68,predicted
COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C,AKNNEGZIBPJZJG-MSOLQXFVSA-N,DTXSID4023385,exact,1.0964781961431829e-10,predicted,427.0,predicted,2.6,predicted
