smiles,cramer,ames_alert,ames_sa,gradient
CC1=C(C/C=C(\C)C=O)C(C)(C)CCC1,II,1,SA10_Ames,none
C=C(C)CCOC(=O)C(C)(C)C,I,0,,none
CC(=O)CCC(=O)OCCc1ccccc1,III,0,,none
CC1CCCCC1NC(=O)c1c(F)c(F)c(F)c(F)c1F,III,0,,III
CCCC=CC=CCCCO,I,0,,none
CCC/C=C/C=C/CCCO,I,0,,none
C=CCCCCCCCC(C)=O,I,0,,none
CC/C=C\CCOC(=O)Cc1ccccc1,I,0,,none
CCC=CCCOC(=O)Cc1ccccc1,I,0,,none
C=COCC,I,1,SA24_Ames,none
O=C(O)c1ccc(O)cc1,I,0,,none
CCCCC(=O)C(C)=O,III,0,,none
CCCC/C=C\CCCC=O,I,1,SA11_Ames,none
CN(C)CC(=O)O.Cl,III,0,,III
CCOC(CCSC)OCC,I,0,,none
C=CCCCCCCCO,I,0,,none
CC(C)CC(=O)OCc1ccco1,II,0,,none
O=[Si]([O-])[O-].[Mg+2],III,0,,none
Cc1nc2ccccc2nc1C,III,0,,none
NCCCN(CCO)CCO,III,0,,III
Cc1ccncc1,III,0,,none
CCCCCCCCCCCCCCCCCC(=O)OCC(C)O,I,0,,none
CCOC(=O)CC,I,0,,none
CCC(=O)OCCOc1ccccc1,II,0,,none
O=C1CCCCCCCCCCCCCCO1,I,0,,none
CC/C=C\CCOC(=O)/C=C/c1ccccc1,I,0,,none
CC/C=C/CCOC(=O)/C=C/c1ccccc1,I,0,,none
CC/C=C\CCOC(=O)C=Cc1ccccc1,I,0,,none
OC1CC2CC1C1CCCC21,I,0,,none
CCCCCC(OCCC(C)C)OCCC(C)C,I,0,,none
CCC(C)C1N=C(C)C(C)S1,II,0,,none
CC(C)(C)OC(=O)CCCCCCCCC(=O)OC(C)(C)C,I,0,,none
CCCCCc1nc(C)cs1,III,0,,none
Cc1c(Cl)c(C)c([N+](=O)[O-])c(C(C)(C)C)c1[N+](=O)[O-],III,0,,III
CCCCCCCCCCCCCCCC(=O)OC,I,0,,none
O=S(=O)([O-])[O-].[Cs+].[Cs+],III,0,,none
O=CCS,I,1,SA11_Ames,none
CCOC(=O)c1ccccc1C(=O)OCC,I,0,,none
CCCCCCCCC1=NCCN1CCO,II,0,,II
CC(C)C1C=C2CCC3C(C)(CO)CCCC3(C)C2CC1,I,0,,none
CC1(C)[C@H]2CC[C@]1(C)[C@H](OC(=O)c1ccccc1)C2,I,0,,none
CC1(C)C2CCC1(C)C(OC(=O)c1ccccc1)C2,I,0,,none
CC1=C(C=CC=O)C(C)(C)CCC1,II,1,SA10_Ames,none
CC(=O)c1oc(C)c2ccccc12,II,0,,none
CCCCC(=O)OC/C=C/c1ccccc1,I,0,,none
CCCCC(=O)OCC=Cc1ccccc1,I,0,,none
CCCCCCCC(COC(C)=O)OC(C)=O,I,0,,none
CCCCC(C)(C)C,I,0,,none
CC(=O)OC(C)(C)Cc1ccccc1,I,0,,none
CCOC(CC)OCC(C)C,I,0,,none
CC(O)COC(=O)OC1CC(C)CCC1C(C)C,I,0,,none
C/C=C/C(=O)CCCC,II,1,SA10_Ames,none
CC(=O)O/C=C/c1ccccc1,I,1,SA24_Ames,none
CC(=O)O/C=C\c1ccccc1,I,1,SA24_Ames,none
CC(=O)OC=Cc1ccccc1,I,1,SA24_Ames,none
CCCC(=O)OCCCCC(C)C,I,0,,none
CCC(=O)OCC1CCCO1,II,0,,none
COC(=O)c1ccccc1N=CC(C)Cc1ccc2c(c1)OCO2,III,0,,none
CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,I,0,,none
c1ccc2c(c1)cc1ccc3cccc4ccc2c1c34,III,1,SA18_Ames,none
CC(C)OCCc1ccccc1,III,0,,none
CCCC[C@H](CC)COC(=O)c1ccccc1O,I,0,,none
CCCCC(CC)COC(=O)c1ccccc1O,I,0,,none
O=C([O-])[O-].[Zn+2],III,0,,none
CCCCOC(=O)C(C)CCC,I,0,,none
CCCC(C=O)=Cc1ccccc1,II,0,,none
CCCOC(C)OCCc1ccccc1,I,0,,none
O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Ca+2].[Ca+2].[Ca+2],III,0,,none
CCCCCCCCCCCCCCCCCCCCC,I,0,,none
C=CC(C)C1C=CCC(C=O)C1,I,1,SA11_Ames,none
CCOC(=O)C(C)C(C)=O,I,0,,none
CCOc1cc(COC)ccc1O,III,0,,none
CSCC(C=O)=CC(C)C,II,1,SA10_Ames,none
CSC/C(C=O)=C/C(C)C,II,1,SA10_Ames,none
CCOC(=O)c1ccccc1OC,I,0,,none
Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,III,1,SA28_Ames,III
CCC(C(C)=O)c1ccc(OC)cc1,I,0,,none
CCCCc1ncsc1C,II,0,,none
O=C(O)CCl,III,1,SA8_Ames,III
CC(C)CC(=O)OC/C=C/c1ccccc1,I,0,,none
CC(C)CC(=O)OCC=Cc1ccccc1,I,0,,none
S=P(N1CC1)(N1CC1)N1CC1,III,1,SA7_Ames,II
COC(=O)c1ccccc1N=CCC(C)CCC=C(C)C,III,0,,none
CCCCC(=O)OCC(C)CC,I,0,,none
CCCCCCCCC1CN=C(c2ccccc2)O1,II,0,,none
CSc1nnc(C(C)(C)C)c(=O)n1N,III,1,SA28_Ames,III
CCOC(=O)CC(C)S,I,0,,none
CC(C)CCOC(=O)c1ccco1,II,0,,none
CC(CCO)CCCC(C)(C)O,I,0,,none
CCCCCOC(=O)c1ccccc1C(=O)[O-],I,0,,none
F[Pb]F,III,0,,III
NCCCCNCCCNCC(=O)NC(=O)C[C@@H](O)[C@@H](N)CCC[C@@H](NC(=O)[C@H](CN)N(C(=O)C[C@H](N)O)C(=O)[C@H](CN)c1ccccc1)C(=O)O,II,0,,III
CCCCCCCCCCCCCCCCCCCCCCCO,I,0,,none
C=C(C)C=COC(=O)c1ccccc1,III,1,SA24_Ames,none
C=C(C)C=COC(=O)CCCCC,III,1,SA24_Ames,none
O=COCc1ccco1,II,0,,none
O=C1C=CC(=O)O1,I,0,,III
O=Cc1ccccc1Cl,III,1,SA11_Ames,III
CCOCCOCCOC(C)=O,I,0,,none
CCCC[Si](Cl)(Cl)Cl,III,0,,III
O=P([O-])([O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+],III,0,,none
N#C[Hg]C#N,III,0,,none
CC(C)=CCCC(C)=CCOC=O,I,0,,none
CC(C)=CCC/C(C)=C\COC=O,I,0,,none
CC(C)=CCC/C(C)=C/COC=O,I,0,,none
C=C[C@@](C)(O)CC/C=C(\C)CCC=C(C)C,I,0,,none
C=CC(C)(O)CC/C=C(/C)CCC=C(C)C,I,0,,none
C=C[C@@](C)(O)CC/C=C(/C)CCC=C(C)C,I,0,,none
C=CC(C)(O)CC/C=C(\C)CCC=C(C)C,I,0,,none
C=CC(C)(O)CCC=C(C)CCC=C(C)C,I,0,,none
c1ccc(OCC2CO2)cc1,III,1,SA7_Ames,none
CCOC(C)Oc1ccc(C)cc1,I,0,,none
O=C1C=CC(=O)c2ccccc21,II,1,SA12_Ames,none
CC(C)Nc1ccccc1,III,0,,III
CC(F)(Cl)Cl,III,0,,III
Cc1nccnc1OC(C)C,III,0,,none
CCC(C)(O)CC,I,0,,none
CC(C)CC(=O)OC(=O)CC(C)C,I,0,,III
CC(C)c1ccncc1,III,0,,none
N.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Fe+3],III,0,,II
CCCCCCCCCCCCCC(=O)OCC(C)CC,I,0,,none
CC(C)=CC1CC(C)=CCO1,II,0,,none
CCCCOC(=O)C(C)OC(C)=O,I,0,,none
CCCCCC#CC(=O)OC,III,0,,none
C=C1CC[C@@H]2[C@H]([C@H]3[C@H]1CC[C@]3(C)O)C2(C)C,I,0,,none
C=C1CCC2C([C@H]3[C@@H]1CC[C@@]3(C)O)C2(C)C,I,0,,none
CCP(=S)(Cl)Cl,III,0,,III
C=CCCCCCCCCC(=O)O,I,0,,none
CCCCCCCCCC(C)(C)S,III,0,,none
CCCCCCC1CCCCC(=O)O1,I,0,,none
CCC(S)C(C)C=O,I,1,SA11_Ames,none
CCCCCCCCCCCCCCCCOCCO,I,0,,none
CC1CSC(C)S1,II,0,,none
C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,III,0,,III
OCC(O)/C(O)=C/c1ccccc1,I,0,,none
CCOC(=O)COCCc1ccccc1,III,0,,none
CC(C)c1ccc(CC=O)cc1,I,1,SA11_Ames,none
C=C1CC[C@@]23[C@@H]([C@@H]12)[C@H](C(C)C)CC[C@H]3C,I,0,,none
O=S1(=O)CCCO1,III,1,SA6_Ames,none
C/C=C/CCO,I,0,,none
CC1CC=CCC1,I,0,,none
CCCCCCC#CC(=O)OCCC,III,0,,none
CNCC(=O)O,III,0,,III
CCCCCCCCCCCC(=O)OCCC,I,0,,none
CC(C)C(=O)C=O,I,1,SA11_Ames,none
CCOc1ccc(OC)cc1,I,0,,none
Cl.Nc1c2ccccc2nc2ccccc12,III,1,SA19_Ames;SA28_Ames,III
CCCC(=O)OC(C)C1CCCCC1,I,0,,none
CCC(C=O)CS,I,1,SA11_Ames,none
CC(C)C(C)C(C)(C)O,I,0,,none
CCOC1CC2CCC1(C)C2(C)C,III,0,,none
CCOC(OCC)c1ccc(OC)cc1,I,0,,none
O=C1CC(c2ccc(O)cc2)Oc2cc(O)cc(O)c21,II,0,,none
CCC(CC)c1ccccn1,II,0,,none
CCC(C)(O)Cc1ccccc1,I,0,,none
CCCC(C)C=O,I,1,SA11_Ames,none
Nc1ccccc1F,III,1,SA28_Ames,III
CCCCCCCCOC(=O)CC(C)C,I,0,,none
CC1=CC2C(=C(C)CCC2C(C)C)CC1,I,0,,none
CC1=C[C@@H]2C(=C(C)CC[C@H]2C(C)C)CC1,I,0,,none
C=CC(C)CCC=C(C)C,I,0,,none
C/C=C/SSC,III,0,,none
O=P([O-])([O-])O.[Ca+2],III,0,,none
O=C1CCCCCCCCCCCCC1,II,0,,none
C=Cc1ccc(O)cc1,I,0,,none
CCCC(=O)C(S)CC,I,0,,none
CC(C)c1cc(C=O)cc(C(C)C)c1,I,1,SA11_Ames,none
Cc1ccc(Cl)cc1Cl,III,0,,III
CC(C)(N)C(=O)O,I,0,,III
SC1CCCCCCCCCCCCCC1,III,0,,none
CC1(C)C[C@H]2[C@H]1CC[C@]1(C)CCC[C@@]2(O)C1,I,0,,none
CC12CCCC(O)(C1)C1CC(C)(C)C1CC2,I,0,,none
Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,III,0,,II
C=CC(C)=O,II,1,SA10_Ames,none
CC(C)c1cccc(O)c(=O)c1,II,0,,none
CCOC(C)CC(C)C,I,0,,none
CC1CCC2C(C)(C)C3CC12CC=C3CO,I,0,,none
CCCCCC(C)C(=O)OC,I,0,,none
CCCCCC(=O)O,I,0,,none
[I-].[Na+],III,0,,none
CC(C)[C@@H]1CC[C@@H](C)C[C@H]1OCCO,III,0,,none
CC1CCC(C(C)C)C(OCCO)C1,III,0,,none
Cc1occc1SSCc1ccco1,III,0,,none
CCCCCCCCCCCCOC(=O)CC,I,0,,none
CCCCCCCCCCCC(=O)OCCC(C)C,I,0,,none
CCCCCC/C=C\C=C/CO,I,0,,none
CC(C)CC1SC(C)NC(C)S1,II,0,,III
O=c1oc2ccccc2c(O)c1C1CC(c2ccc(-c3ccccc3)cc2)Cc2ccccc21,III,1,SA30_Ames,none
CCC#N,III,0,,none
CC(=O)C1(C)CC2=C(CCCC2(C)C)CC1C,I,0,,none
Brc1ccc(Br)c(Br)c1,III,0,,III
CC1(C)CCCC(C)(O)C1=O,I,0,,none
O=C1C=CCCC1,II,1,SA10_Ames,none
CCC(C)C(=O)OCc1ccco1,II,0,,none
COCCCc1ccccc1,III,0,,none
C=CCc1cc(OC)c(O)c(OC)c1,I,1,SA38_Ames,none
ClSCl,III,0,,III
CCC=C(C)C(O)CCCC,I,0,,none
O=C1OCCC1Cc1ccccc1,I,0,,none
CCCCCCCCCCCCCCCCCC=O,I,1,SA11_Ames,none
CCC(COC(=O)COc1ccc(Cl)cc1Cl)CC(C)C,III,0,,III
C=CCOC(C)=O,III,0,,none
C=CCCC(=O)C=CC1C(C)=CCCC1(C)C,III,1,SA10_Ames,none
C=CCCC(=O)/C=C/C1C(C)=CCCC1(C)C,III,1,SA10_Ames,none
Cc1ccc2oc(=O)ccc2c1,III,1,SA30_Ames,none
CCCCCCC=O,I,1,SA11_Ames,none
CC(=O)N(C)C,I,0,,II
Cc1ccc(C=O)cc1,I,1,SA11_Ames,none
Cc1cccc2oc(=O)ccc12,III,1,SA30_Ames,none
C=C(C)CC(C)(C)C,I,0,,none
C=CCCCCCCCCC(=O)OCC,I,0,,none
CCCCc1cscn1,II,0,,none
CC(=O)Br,III,1,SA1_Ames,III
CC(=CC=O)CC(C)C,II,1,SA10_Ames,none
CCOC(Cc1ccccc1)OCC,I,0,,none
Cc1cccc(C)c1C,I,0,,none
O=C(O)C1CC2C=CC1C2,I,0,,none
CC(=O)OC(C)C1CC=C(C)C1(C)C,I,0,,none
COC(=O)CCc1cccc(OC)c1,I,0,,none
Cc1cccc(CC(C)(C)CO)c1,I,0,,none
Cc1cccc(CCCCCO)c1,I,0,,none
N=C(N)S(=O)O,III,0,,III
C=CCc1cc2c(cc1OC)OCO2,III,1,SA38_Ames,none
O=S(Cl)Cl,III,0,,III
CCCC1CCCC(=O)O1,I,0,,none
O=[N+]([O-])[O-].[Tl+],III,0,,II
[Mg],III,0,,none
C/C(=C/CCC(C)CCO)CO,III,0,,none
CCCCCC(=O)CCS,I,0,,none
CC=NO,III,0,,none
CC(=O)Nc1ccccc1,III,1,SA28ter_Ames,none
COC(=O)C=C(C)C,I,0,,none
CC(C)(C)c1ccc(CCC=O)cc1,I,1,SA11_Ames,none
CC(=O)C1=NCCS1,II,0,,none
CCCC(=O)OC(C)(C)[C@@H]1CC[C@H](C)C2=C(C1)[C@@H](C)CC2,I,0,,none
CNC(=O)ON=C(CSC)C(C)(C)C,III,0,,none
O=C1c2ccccc2C(=O)C1c1ccc2cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c2n1.[Na+].[Na+],I,0,,none
c1cscn1,III,0,,none
CCC(=O)OCC(C)C,I,0,,none
Nc1ccccc1C(=O)OC/C=C/c1ccccc1,III,1,SA28_Ames,III
Nc1ccccc1C(=O)OCC=Cc1ccccc1,III,1,SA28_Ames,III
C[C@H]1CCC(=O)O1,I,0,,none
C[C@@H]1CCC(=O)O1,I,0,,none
CC1CCC(=O)O1,I,0,,none
C=C1/C=C\C(C(C)C)CC/C(C)=C\CC1,I,0,,none
C=C1/C=C/[C@H](C(C)C)CC/C(C)=C/CC1,I,0,,none
C=C1/C=C/C(C(C)C)CC/C(C)=C/CC1,I,0,,none
O=CCCc1cccc(Cl)c1,III,1,SA11_Ames,III
COCc1ccco1,II,0,,none
CC(C)O[N+](=O)[O-],III,0,,II
CCCCCCCCCCCC(=O)OCCC(C)CCC=C(C)C,I,0,,none
COc1cc(C)c2c(c1C(C)C)C(=O)CCC2,II,0,,none
CC(Cl)C(=O)O,III,1,SA8_Ames,III
CC1(C)[C@@H]2CC[C@]1(C)[C@H](OC(=O)c1ccccc1O)C2,I,0,,none
CC1(C)C2CCC1(C)C(OC(=O)c1ccccc1O)C2,I,0,,none
CCCSSSCCC,III,0,,none
CC[C@@H](C)CN1CCCC1,II,0,,II
CC(C)(S)CCO,I,0,,none
Cl[Tl],III,0,,III
Cc1cc2ccccc2o1,III,0,,none
OC(Cc1ccccc1)c1ccccc1,III,0,,none
CC(=O)/C=C/c1ccco1,II,0,,none
CC(=O)C=Cc1ccco1,II,0,,none
CC(C)=CCC/C(C)=C/C1OC(C)CC(C)(C)O1,II,0,,none
CCCCC1OCCC(C)S1,II,0,,none
CCOC(=O)[C@@H](OC)[C@@H](OC)C(=O)OCC,I,0,,none
CCCCC1CCCO1,II,0,,none
O=C(NCc1ncc(C(F)(F)F)cc1Cl)c1c(Cl)cccc1Cl,III,0,,I
CCOC(=O)C1(c2ccccc2)OC1CC,III,1,SA7_Ames,none
Cc1ccc(CN)c(C)c1,III,0,,III
N#C[S-].N#C[S-].[Hg+2],III,0,,none
O=C(C=Cc1ccccc1)OC1CCCCC1,I,0,,none
O=C(/C=C/c1ccccc1)OC1CCCCC1,I,0,,none
CCC(C)(N)C(=O)O,I,0,,III
CC/C=C/CC/C=C/C(OCC)OCC,II,0,,none
CC/C=C\CC/C=C/C(OCC)OCC,II,0,,none
CCC=CCCC=CC(OCC)OCC,II,0,,none
C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,III,1,SA10_Ames,none
O=P1([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])OP(=O)([O-])O1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],III,0,,none
CCCCCCC/C=C/CCC(=O)O,I,0,,none
CC(C)[C@H]1CC[C@H](C)C(=O)C1,I,0,,none
CC1CCC(C(C)C)CC1=O,I,0,,none
CCOCOCC=Cc1ccccc1,III,0,,none
C=CCOCCO,III,0,,none
SCc1cccs1,III,0,,none
C[C@H]1CCO[C@@H](c2ccccc2)C1,II,0,,none
CC1CCOC(c2ccccc2)C1,II,0,,none
CCCCC#CC(=O)OCC,III,0,,none
CCCCCCCCCC(OCC)OCC,I,0,,none
Cc1cc(O)c(C(C)(C)C)cc1C,I,0,,none
CCC/C=C/CCCCCCC=O,I,1,SA11_Ames,none
COC(=O)c1ccc(O)c(C)c1O,I,0,,none
CC1CCCC1,I,0,,none
CCCC(=O)OCCc1scnc1C,II,0,,none
FC(F)C(F)(Cl)C(F)(F)Cl,III,0,,I
OC[C@H]1O[C@@H]2O[C@H]3[C@H](O)[C@@H](O)[C@@H](O[C@H]4[C@H](O)[C@@H](O)[C@@H](O[C@H]5[C@H](O)[C@@H](O)[C@@H](O[C@H]6[C@H](O)[C@@H](O)[C@@H](O[C@H]7[C@H](O)[C@@H](O)[C@@H](O[C@H]8[C@H](O)[C@@H](O)[C@@H](O[C@H]9[C@H](O)[C@@H](O)[C@@H](O[C@H]1[C@H](O)[C@H]2O)O[C@@H]9CO)O[C@@H]8CO)O[C@@H]7CO)O[C@@H]6CO)O[C@@H]5CO)O[C@@H]4CO)O[C@@H]3CO,I,0,,none
OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC9C(CO)OC(OC1C(O)C2O)C(O)C9O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,I,0,,none
BrBr,III,0,,III
C[C@@H](O)CCc1ccccc1,I,0,,none
CC(O)CCc1ccccc1,I,0,,none
CCCCOCCOCCCC,III,0,,none
Cc1nc(C(C)C)sc1C,III,0,,none
COC(=O)c1ccccc1N=CCC(C)CC(C)(C)C,III,0,,none
Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,III,1,SA28_Ames,III
CCOCC(=O)OCc1ccccc1,I,0,,none
O=S([O-])[O-].[Na+].[Na+],III,0,,none
NS(=O)(=O)[O-].[NH4+],III,0,,III
CC(C)=CCCC1=CCCC(C#N)C1,III,0,,none
Clc1cnccn1,III,0,,III
O=COc1ccccc1,I,0,,none
CC(C)CC(C)(O)C1CCCS1,II,0,,none
CN(C)C,I,0,,II
FC(F)(F)c1ccccc1,III,0,,I
CC/C=C\C[C@@H]1C(=O)CC[C@@H]1CC(=O)OC,I,0,,none
CC/C=C\CC1C(=O)CCC1CC(=O)OC,I,0,,none
CC/C=C/CC1C(=O)CCC1CC(=O)OC,I,0,,none
CCC=CCC1C(=O)CCC1CC(=O)OC,I,0,,none
CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(=O)OC,I,0,,none
CC/C=C/C[C@H]1C(=O)CC[C@@H]1CC(=O)OC,I,0,,none
O=CSCc1ccco1,III,0,,none
CCC(=O)CO,I,0,,none
CCCC/C(C=O)=C\c1ccccc1,II,0,,none
CCCC/C(C=O)=C/c1ccccc1,II,0,,none
CCCCC(C=O)=Cc1ccccc1,II,0,,none
CN1CCN(CC/C=C2\c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,III,0,,II
CN1CCN(CCC=C2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,III,0,,II
CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,III,0,,II
Nc1ncnc2nc[nH]c12,III,1,SA28_Ames,III
CCCCCCCC(=O)O.CCCCCCCCCC(=O)O.OCC(CO)(CO)CO,III,0,,none
O.O.O.O.O.O.[Cl-].[Cl-].[Co+2],III,0,,III
COC1CCC(OC)O1,III,0,,none
C=CC1(C)CCC(C(C)(C)O)CC1C(=C)C,I,0,,none
C=C[C@]1(C)CC[C@@H](C(C)(C)O)C[C@H]1C(=C)C,I,0,,none
CCCCCCC1OCC(C)O1,I,0,,none
C=C(C)C1CCC2=CC(O)CC(C)C2(C)C1,I,0,,none
CCCC(=O)C(CC)Sc1ccoc1C,II,0,,none
CCC/C=C/C(=O)OC,I,0,,none
CCCC=CC(=O)OC,I,0,,none
CCOC(=O)C(C)(C)O,I,0,,none
CC(C)CC(=O)CC(C)CC(C)C,I,0,,none
CC1CCC(C(C)C)OC(=O)C1,I,0,,none
CCCCC1CCCCC1,I,0,,none
Cc1ncc2c(n1)COC2,III,0,,none
C=C(C)C1CC=C(C)C(OC(=O)CC(C)C)C1,I,0,,none
CCOC(=O)CCCc1ccccc1,I,0,,none
CCC(C)SC(=O)C=C(C)C,III,1,SA10_Ames,none
C[C@H]1CC[C@@]2(O)C(C)(C)[C@@H]3CC[C@@]2(C)[C@H]1C3,I,0,,none
C[C@H]1CCC2(O)C(C)(C)C3CC[C@@]2(C)C1C3,I,0,,none
CC1CCC2(O)C(C)(C)C3CCC2(C)C1C3,I,0,,none
CC(=O)CCc1ccco1,II,0,,none
CCCC(=O)OC(C)c1ccccc1,I,0,,none
CCOc1ccc(NC(N)=O)cc1,III,0,,II
COC1(C)CCC(C(C)(C)OC)CC1,III,0,,none
CCN(CC)c1ccccc1,III,1,SA28bis_Ames,II
CC[C@@H](C)[C@@H](N)C(=O)OC.Cl,III,0,,III
Cl.NCCC[C@H](N)C(=O)O,III,0,,III
C=O.Oc1ccccc1O,III,0,,mutagen
CC=CCSCC=CC,I,0,,none
O=C1OC(c2ccc(O)c(S(=O)(=O)[O-])c2)(c2ccc(O)c(S(=O)(=O)[O-])c2)c2c(Br)c(Br)c(Br)c(Br)c21.[Na+].[Na+],III,0,,III
O=c1[nH]cc(F)c(=O)[nH]1,III,0,,III
CCCCC[C@@H]1CCCC(=O)O1,I,0,,none
CCCCCC1CCCC(=O)O1,I,0,,none
CCCCC[C@H]1CCCC(=O)O1,I,0,,none
CCOC(OCCC(C)C)C(C)C,I,0,,none
CC1(C=O)CC(C)(C)C2CCCC=C21,I,1,SA11_Ames,none
O=P([O-])([O-])[O-].[Al+3].[Na+],III,0,,none
CSC(C)S,I,0,,none
CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC,I,0,,none
Oc1cccc(O)c1,I,0,,none
[O-2].[O-2].[O-2].[Sb+3].[Sb+3],III,0,,none
CCCCC(OC(C)=O)C(=O)OC,I,0,,none
CCC1CSSSC1(CC)CC,I,0,,none
CCCCCCCCCC(=O)O,I,0,,none
NCCOCCO,I,0,,III
CC(C)=C1CC[C@H](C)C2=C(C1)[C@@H](C)CC2,I,0,,none
CC(C)=C1CCC(C)C2=C(C1)C(C)CC2,I,0,,none
CC(C)=C1CC[C@@H](C)C2=C(C1)[C@H](C)CC2,I,0,,none
Cl[Mo](Cl)(Cl)(Cl)Cl,III,0,,III
C=CCCCCCCCCCO,I,0,,none
CC(=O)OC1(C(C)=O)CCCCC1,I,0,,none
CCCC(O)CCCC(=O)OCC,I,0,,none
CC1CCC(C(C)C)C(OC(=O)Cc2ccccc2)C1,I,0,,none
CCCCCCCCc1cccs1,III,0,,none
CC[C@@H](C)CCC=O,I,1,SA11_Ames,none
CC[C@H](C)CCC=O,I,1,SA11_Ames,none
CCCCC(=O)OC(C)(C)C1CC=C(C)CC1,I,0,,none
CC(C)CCS,III,0,,none
O=c1ccc2c(O)c3ccoc3cc2o1,III,1,SA19_Ames;SA30_Ames,none
CCCc1ccc(CC=COC)cc1,III,1,SA24_Ames;SA38_Ames,none
CC(=O)OC1C2CC3OC1CC(O2)C3OC(C)=O,III,0,,none
CCC(=O)OC(C)(CC)CCc1ccccc1,I,0,,none
CC(C)c1cnccn1,III,0,,none
Cc1ccc(C=O)c(C)c1,I,1,SA11_Ames,none
CCC1CCC2(CCC(=O)O2)CC1,I,0,,none
CC/C=C/CCC(=O)OCC,I,0,,none
CC/C=C\CCC(=O)OCC,I,0,,none
O=C(O)c1cccnc1C(=O)O,II,0,,none
N[C@@H](CCC(=O)[O-])C(=O)O.O.[Na+],III,0,,III
CC(C)(C)OOC(=O)c1ccccc1,III,0,,none
O=C1CCCCCCCCCCC(=O)OCCO1,I,0,,none
CC(=O)CC(=O)OC1CCCCC1,I,0,,none
C=CC(C)(CCC=C(C)CCC=C(C)C)OC=O,I,0,,none
CCCCCCCCCOC(C)=O,I,0,,none
SCCCCCCCCCS,III,0,,none
CC(=O)OCC(C)C,I,0,,none
CC(C)(C)C1CCC(OC(=O)c2ccccc2)CC1,I,0,,none
CCCCCCCC(=O)OCCCCC,I,0,,none
CCCC1CCOC1=O,I,0,,none
CC(C)=CCCC(C)CC(=O)O,I,0,,none
C=C(CCC=C(C)C)C1CC=C(CCC=C(C)C)CC1,III,0,,none
C/C=C/C(C)O,I,0,,none
CC=CC(C)O,I,0,,none
[Ne],III,0,,none
CCOC(OCC)OCC,I,0,,none
CCOc1ccc(C(C)C)cc1,I,0,,none
C[C@]12CC[C@H](OC(=O)CN)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,III,0,,III
COC1OC(C(=O)O)C(OC2OC(C(=O)O)C(OC)C(O)C2O)C(O)C1O,III,0,,none
CCC[C@@H]1CCO[C@@H](C)S1,II,0,,none
CCC[C@H]1CCO[C@@H](C)S1,II,0,,none
CCCC1CCOC(C)S1,II,0,,none
CCC[C@H]1CCO[C@H](C)S1,II,0,,none
CCOC(=O)CC(=O)c1ccccc1,I,0,,none
C=CCSC(=O)CC,III,0,,none
CCC1N=C(C)CS1,II,0,,none
CC1(C)CC2C3CCCC(C)(C3O)C2C1,I,0,,none
CCCCCCC(O)CCCCCCCCCCC(=O)OCC(CC)CCCC,I,0,,none
COC(=O)C1(C)CC=CCC1,I,0,,none
CCCCCCCCCCCCCCCCCCO,I,0,,none
O=C(O)c1cccc(O)c1O,I,0,,none
CC(C)=CCC/C(C)=C/COC(=O)C(C)=C(C)C,I,0,,none
C1CNCCN1,II,0,,III
S=c1nc[nH]c2nc[nH]c12,III,0,,III
CCCCCCCCCCCCCCCC(=O)OCCCC,I,0,,none
CC(C)=CCC/C(C)=C/CO,I,0,,none
CC(C)=CCCC(C)=CCO,I,0,,none
CC(C)=CCC/C(C)=C\CO,I,0,,none
COc1ccccc1C(=O)OC1CCC1,I,0,,none
COc1ccc(Br)cc1/C=C1\C(=O)NC(=O)N(c2ccccc2F)C1=O,III,0,,III
CCCCCCc1nccnc1OC,III,0,,none
CC(C)C(O)c1ccccc1,I,0,,none
CCOC(=O)CCC(C)=O,III,0,,none
