smiles,cramer,ames_alert,ames_sa,gradient
CCCCCC(=O)OCC(CC)CCCC,I,0,,none
CC=CC(C)(O)CCC=C(C)C,I,0,,none
CC(=O)CC(C)(C)S,I,0,,none
CC(C)(C)OC(=O)Cc1ccccc1,I,0,,none
CCOc1ccccc1C(=O)OC1CCCC1,I,0,,none
CCCCCCC[C@@H]1CCCC(=O)O1,I,0,,none
CCCCCCC[C@H]1CCCC(=O)O1,I,0,,none
CCCCCCCC1CCCC(=O)O1,I,0,,none
CC(C)(C)c1ccc2c(c1)C(=O)CCC2,II,0,,none
c1ccc2n[nH]nc2c1,III,0,,none
NNC(=O)c1ccncc1,III,1,SA13_Ames,III
CCOC(C)OC(C)C,I,0,,none
CCCC(CCC)C(=O)OC1C[C@H]2CC[C@@H](C1)[N+]2(C)C.[Br-],III,0,,III
[Hg],III,0,,none
CCC1OCC(C)(C)CO1,III,0,,none
CC1=C(O)C(=O)C(C(C)C)CC1,II,1,SA10_Ames,none
CC(=O)C(C)=O,III,0,,none
O=CCCl,III,1,SA11_Ames;SA8_Ames,III
C[C@]12COC(=O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,I,0,,none
CCCCc1cccnc1,II,0,,none
Nc1ccc(Cl)cc1,III,1,SA28_Ames,III
COC(=O)c1ccc(C)cc1,I,0,,none
FC(F)(F)C(Cl)=C(Cl)Cl,III,0,,I
Cc1ccccc1Br,III,0,,III
CC(=O)CC(=O)O[C@@H]1C[C@H](C)CC[C@H]1C(C)C,I,0,,none
CC(=O)CC(=O)O[C@H]1C[C@@H](C)CC[C@@H]1C(C)C,I,0,,none
CC=C1CC2CC1CC2OC(=O)CC,I,0,,none
CC1=CC2CC(C3OCCO3)C1CC2C(C)C,III,0,,none
CCC(C)C(=O)OCCCCO,III,0,,none
CC(=O)O,I,0,,none
CC(C)=CC(=O)OCCc1ccccc1,I,0,,none
CC[C@@H](C)SS[C@@H](C)CC,III,0,,none
CCC(C)SSC(C)CC,III,0,,none
CC[C@H](C)SS[C@@H](C)CC,III,0,,none
C=Cc1scnc1C,II,0,,none
CCCCC1OC(C)CC(C)(C)O1,I,0,,none
C=CCOC(=O)c1ccccc1C(=O)OCC=C,III,0,,none
COCCC(C)CCC=C(C)C,I,0,,none
Fc1ccc(F)cc1,III,0,,III
CC(=O)OCC(C)C1CC=C(C)CC1,I,0,,none
CC(=O)OCc1ccccc1,I,0,,none
FC(F)(F)c1ccc(Cl)cc1,III,0,,I
C=CCCC=O,I,1,SA11_Ames,none
CC(=O)O[C@H](C)c1ccccc1,I,0,,none
CC(=O)O[C@@H](C)c1ccccc1,I,0,,none
CC(=O)OC(C)c1ccccc1,I,0,,none
CC(=O)c1nccnc1C,II,0,,none
C/C=C\CC1=C(C)CCC1,I,0,,none
CCCCCOC(=O)CC(C)C,I,0,,none
CCCC[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O)N(C)C(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CC(=O)O,III,0,,II
CCN,I,0,,III
CCCC(C)S,III,0,,none
CC(C)c1ccc2c(c1)CCC1C(C)(C)CCCC21C,II,0,,none
C/C=C\c1ccc(OC=O)c(OC)c1,I,0,,none
C/C=C/c1ccc(OC=O)c(OC)c1,I,0,,none
C/C=C/C=C/C(=O)OCCCCCC,I,0,,none
C=CC(C)CCC=C(C)CCC=O,I,1,SA11_Ames,none
C=CC(C)CC/C=C(\C)CCC=O,I,1,SA11_Ames,none
CCCCCCCCC(=O)OCC=Cc1ccccc1,I,0,,none
Cc1cc(SC(=O)c2ccoc2)c(C)o1,III,0,,none
CCCCCCCCCCOS(C)=O,III,0,,none
CSC(C)CC(=O)O,I,0,,none
CC(=O)C1CC/C(C)=C\CC/C(C)=C\C/C=C\1C,I,0,,none
CC(=O)C1CCC(C)=CCCC(C)=CCC=C1C,I,0,,none
Cc1cccc(O)c1C,I,0,,none
CC=CN=C=O,III,1,SA15_Ames,none
CC(C)CCOC(=O)Cc1ccccc1,I,0,,none
CCC(N)C(=O)O,I,0,,III
CCCCCC(O)C(C)=O,I,0,,none
CCCCOC(Cc1ccccc1)OCCCC,I,0,,none
CC(CO)CO,III,0,,none
CCCCCCCC1CCC(=O)CC1,III,0,,none
C[N+](C)(C)CCO.O=C([O-])C(O)C(O)C(=O)O,III,0,,none
CC1=C(CO)C(C)(C)CCC1,I,0,,none
C/C=C/C(=O)/C(C)=C(\C)C(C)C,II,1,SA10_Ames,none
C/C=C/C(=O)/C(C)=C(/C)C(C)C,II,1,SA10_Ames,none
CCC(C)C,I,0,,none
c1ccc(CCc2ccccc2)cc1,III,0,,none
Cc1ccccc1O,I,0,,none
O=COCC(OC=O)c1ccccc1,I,0,,none
COc1c2occc2cc2ccc(=O)oc12,III,1,SA19_Ames;SA30_Ames,none
S=[Hg],III,0,,none
CC(C)c1cc2c(cc1O)C1(C)CCCC(C)(C)C1CC2,II,0,,none
CSCCC(N)C(=O)NCC(=O)O,I,0,,III
CSCC[C@H](N)C(=O)NCC(=O)O,I,0,,III
CC1(C)C2CCC1C(C1CCCCC1O)C2,I,0,,none
BrC(Br)C(Br)Br,III,1,SA8_Ames,III
CCCC(=O)OCC(C)O,I,0,,none
CCCCCCCC/C=C\CCCCCCCC(=O)OC,I,0,,none
CCCOC(=O)c1ccccc1N,III,1,SA28_Ames,III
CCCCCCCCCCCCCCCCC(=O)O.OCCO,I,0,,none
CCC(=O)OC1CCC(C(C)(C)C)CC1,I,0,,none
C=COC=C,III,1,SA24_Ames,none
O=C1CCC2(CCCCC2)O1,I,0,,none
CC=CCOC(=O)c1ccccc1,I,0,,none
CCCCCCCC/C=C\CCCCCCCCCCO,I,0,,none
COc1nc(C)cnc1C,II,0,,none
FC(F)(F)C(F)(F)C(F)(F)F,III,0,,I
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,III,0,,none
CCC(O)OC(O)CC,I,0,,none
CCCC=S,III,0,,none
CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC,III,0,,none
CC1=CCC(/C=C/C(C)(C)C(C)O)C1(C)C,I,0,,none
CC(C)(C)CC(C)(C)S,III,0,,none
CCOC(C)OCc1ccccc1,I,0,,none
ClI,III,0,,III
CCCCC(CC)COC(=O)COc1ccc(Cl)cc1Cl,III,0,,III
SCCN1CCSC1,III,0,,II
CCCCCCc1cccs1,III,0,,none
CCOc1ccccc1OCC,I,0,,none
Cc1cccc([N+](=O)[O-])c1,III,1,SA27_Ames,II
CC(=O)OCCCCCCSC(C)=O,I,0,,none
CC(S)c1ccccc1,III,0,,none
CC12CCCC(C)(CC1)C2=NO,III,0,,none
CCCCCCCCc1ccco1,III,0,,none
C/C=C/c1ccc(OCC)c(O)c1,I,0,,none
CC=Cc1ccc(OCC)c(O)c1,I,0,,none
CCc1cncc(C)n1,III,0,,none
O=C1OC2(c3ccccc31)c1cc(I)c([O-])c(I)c1Oc1c2cc(I)c([O-])c1I.[Na+].[Na+],III,1,SA18_Ames,none
CC1CC(C(C)(C)C)CCC1O,I,0,,none
O=S=O,III,0,,none
Oc1cc(Cl)ccc1Cl,III,0,,III
CCCCCOC(=O)c1ccccc1O,I,0,,none
C1CCSC1,II,0,,none
C/C=C(/C=O)CCCC,II,1,SA10_Ames,none
C/C=C(\C=O)CCCC,II,1,SA10_Ames,none
C/C=C/C=C/C=C/C=C/CCCCCCO,I,0,,none
c1c[nH]cn1,III,0,,none
CCC1CO1,III,1,SA7_Ames,none
CC1CC(C)(C)OC(CCc2ccccc2)O1,I,0,,none
COC(=O)c1ccccc1N=CC(C)Cc1ccc(C(C)(C)C)cc1,III,0,,none
CCC[C@H]1O[C@@H]1/C=C/C=O,III,1,SA10_Ames;SA7_Ames,none
CCCC1OC1C=CC=O,III,1,SA10_Ames;SA7_Ames,none
C/C=C(\C)C(=O)OCCCC,I,0,,none
C/C=C(/C)C(=O)OCCCC,I,0,,none
CC(=O)CCCC(C)CCCC(C)C,I,0,,none
CC1(C2CCC3(C)OC3C2)CO1,III,1,SA7_Ames,none
O=Cc1ccsc1,III,1,SA11_Ames,none
COC(Cc1ccccc1)OCCC(C)CCC=C(C)C,I,0,,none
CCC(C)(CCCC(C)C)OC(C)=O,I,0,,none
[Ca+2].[O-][I+2]([O-])[O-].[O-][I+2]([O-])[O-],III,0,,none
NC(=O)C[C@H](N)C(=O)O.O,III,0,,III
c1ncc2sccc2n1,III,0,,none
CCCC(=O)OC(C)C(=O)OCC,I,0,,none
CC1(O)CCC(C(C)(C)O)CC1,I,0,,none
CC1CCC2OC2(C)CCC2C1CC2(C)C,III,1,SA7_Ames,none
CCS(=O)(=O)c1nc2ccccn2c1S(=O)(=O)NC(=O)Nc1nc(OC)cc(OC)n1,III,0,,none
CC1CSCS1,II,0,,none
CC1CC2C(CC1/C=C/C#N)C2(C)C,III,0,,none
C=C1C2CCC(C2)C1(C)CC/C=C(\C)COC(C)=O,I,0,,none
CCCCCC=CC=CC(C)=O,II,1,SA10_Ames,none
CCCCC/C=C/C=C/C(C)=O,II,1,SA10_Ames,none
CCCCCCCC[Si](Cl)(Cl)Cl,III,0,,III
CCOC(=S)C(C)CC,III,0,,none
CC1=CCC(C(C)C)=CC2C(C)CCC12,I,0,,none
COc1cc(C=O)ccc1OC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,II,1,SA11_Ames,none
C=CCOC(=O)CCCCC,III,0,,none
CCCC(CC)CCC(=O)O,I,0,,none
CCCCCCCC(=O)OCCC(C)CCC=C(C)C,I,0,,none
CCCC(C)=CCC/C(C)=C/CO,I,0,,none
COC(OC)C(C)(C)CC=C(C)C,I,0,,none
CCBr,III,1,SA8_Ames,III
COc1cc(C=O)c(C(C)(C)C)cc1C(C)(C)C,I,1,SA11_Ames,none
C=C(/C=C/O)CC/C=C(/C)CCC=C(C)C,III,0,,none
CCC(C)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1OC(C)=O,III,1,SA27_Ames,II
CC(C)COC(=O)CCCCC(=O)OCC(C)C,I,0,,none
COc1ccccc1,I,0,,none
CC(C)(C)C1=CC(=O)C=C(C(C)(C)C)C1=O,II,1,SA12_Ames,none
CC(C)CCOC(=O)CCCc1ccco1,II,0,,none
O=[Si]([O-])[O-].O=[Si]([O-])[O-].[Fe+3].[Mg+2],III,0,,none
CC1(C)C2CCC1(C)[C@H](OC=O)C2,I,0,,none
CC1(C)[C@@H]2CC[C@@]1(C)[C@H](OC=O)C2,I,0,,none
CC1(C)C2CCC1(C)C(OC=O)C2,I,0,,none
CC1(C)C2CCC1(C)[C@@H](OC=O)C2,I,0,,none
CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](OC=O)C2,I,0,,none
Cc1ccc(C(C)C)cc1O,I,0,,none
CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC.[I-].[I-].[I-],III,0,,none
CCCCCCCC(=O)Cl,III,1,SA1_Ames,III
CC1(C(=O)O)CCCCC1,I,0,,none
F[Al-3](F)(F)(F)(F)F.[Na+].[Na+].[Na+],III,0,,III
CC(=O)OCC(C)Cc1ccccc1,I,0,,none
C=C1C2CC3CC1C(O)C(C2)C3C,III,0,,none
CCCCCCCCCCCCCCCO,I,0,,none
CCCCOC(=O)CC(C)=O,I,0,,none
Clc1cccc(Cl)c1Cl,III,0,,III
N#CCCl,III,1,SA8_Ames,III
CC1C(O)CC2CC1C2(C)C,I,0,,none
CN(C)C(=S)SC(=S)N(C)C,III,0,,II
CC(C)c1ccc(CC(=O)O)cc1,I,0,,none
CSc1ccc(C)o1,II,0,,none
CCCCCC(O)CCCC(=O)OCC1COC(C)(C)O1,III,0,,none
c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1,III,0,,III
CCCCCCCCCCCCCCCCCCN,I,0,,III
CCC(C)C1=NC(C)C(CC)S1,II,0,,none
FC(F)(F)C(F)(F)Cl,III,0,,I
Sc1ccc2ccccc2c1,III,0,,none
CCCCCCCOC(=O)C(C)C,I,0,,none
CC(=O)OC1CCC2C(C)(C)CCCC2(C)C1,I,0,,none
Clc1ccccc1Cl,III,0,,III
CC(C)C12CCC(C)(CC1)O2,II,0,,none
COc1cc(C2OCC(C)O2)ccc1O,I,0,,none
COC(F)(F)C(Cl)Cl,III,1,SA8_Ames,I
CC(S)C(C)CO,I,0,,none
CCCC(C(=O)OC)c1ccccc1,I,0,,none
CC(OCc1ccccc1)OCc1ccccc1,I,0,,none
OCC1OC(O)(CO)C(O)C1O,I,0,,none
CC(C)c1ccc2c(c1)OCC(=O)CO2,II,0,,none
CCCCCCCCCCCCCCCCCC(=O)OCCO,I,0,,none
O=[N+]([O-])[O-].O=[N+]([O-])[O-].[Be+2],III,0,,II
Cc1cc(C)cc(C[C@@H](C(=O)Nc2cccc(C(F)(F)F)c2)[C@H](C)C(=O)O)c1,III,0,,I
CC(C)OC(=O)/C=C/c1ccccc1,I,0,,none
CC(C)OC(=O)C=Cc1ccccc1,I,0,,none
CC/C=C\CCOC(=O)CCCCC,I,0,,none
CC/C=C/CCOC(=O)CCCCC,I,0,,none
CCC=CCCOC(=O)CCCCC,I,0,,none
CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC,III,1,SA10_Ames;SA2_Ames,III
CC(=CC1=C(C)CCCC1(C)C)C(C)O,I,0,,none
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,III,0,,III
Cc1ccncc1C(=O)N(C)C,III,0,,II
CCCC(=O)OCC(C)C,I,0,,none
O=Cc1ccc(O)cc1,I,1,SA11_Ames,none
C=CCc1ccc(O)cc1,I,1,SA38_Ames,none
CCOC(=O)CC(O)c1ccco1,II,0,,none
C=CC(=C)CCCC(C)(C)OC(=O)CC,I,0,,none
CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,II,0,,none
CCCCCCCCC([O-])=NCc1ccc(O)c(OC)c1,II,0,,none
CCCCCCCCC(=O)NCc1ccc(O)c(OC)c1,II,0,,none
CCCC(O)C(C)C,I,0,,none
C1CCCC1,I,0,,none
C[C@@H](C=O)[C@H]1CC[C@H](C)[C@H]1C(=O)O,I,1,SA11_Ames,none
CC(=O)OC1CC2CC1C1CC=CC21,I,0,,none
CCCCCCCCCC(=O)OCC,I,0,,none
CC(C)=CCC[C@](C)(O)[C@@H]1CC=C(C)CC1,III,0,,none
CC(C)=CCC[C@](C)(O)[C@H]1CC=C(C)CC1,III,0,,none
CC(C)=CCC[C@@](C)(O)[C@H]1CC=C(C)CC1,III,0,,none
CC(C)=CCCC(C)(O)C1CC=C(C)CC1,III,0,,none
CCCCCCCCCC(=O)Oc1ccccc1C,I,0,,none
O=C(O)C=CC=Cc1ccc2c(c1)OCO2,III,0,,none
C/C1=C\CC[C@@](C)(O)/C=C/[C@H](C(C)C)CC1,I,0,,none
O=C([O-])[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO.O=C([O-])[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO.[Ca+2],III,0,,none
CCOCC.COc1ccccc1O,III,0,,none
NC(=O)NCCCC(N)C(=O)O,I,0,,III
CC(C)c1ccc(CC=O)c(C(C)C)c1,I,1,SA11_Ames,none
CCCCCC(=O)CC,I,0,,none
CCCCCOC(=O)C(C)CC,I,0,,none
CC(C)CCC1C(=O)CCC1C,I,0,,none
C/C=C/CCCCCCCC(=O)OC,I,0,,none
CC=CCCCCCCCC(=O)OC,I,0,,none
CN(C)N,III,1,SA13_Ames,III
Cc1nc2cccc(OCC(C)(C)C(=O)NC(C)C)c2c(N)c1C(=O)O,III,0,,III
CC(C)=CCOC(=S)C(C)C,III,0,,none
Clc1cccc(-c2cc(Cl)cc(Cl)c2)c1,III,0,,III
CCOC(=O)Cl,III,1,SA1_Ames,III
CC(=O)C1CCCCC1,I,0,,none
Nc1c(N=Nc2ccc(-c3ccc(N=Nc4cc(S(=O)(=O)O)c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)O)c2ccccc12.[Na+],III,1,SA29_Ames;aN=Na,III
C=C(CCOC(C)=O)c1ccccc1,I,0,,none
CCC(C)C(O)C(=O)O,I,0,,none
O=C1CCC(=O)O1,I,0,,III
Cc1ccccc1I,III,0,,none
c1ccc(P(c2ccccc2)c2ccccc2)cc1,III,0,,none
CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,III,0,,none
COC(=O)C1C2CCC(C2)C1(C)C,I,0,,none
CC(C)/C=C\C=O,II,1,SA10_Ames,none
CC(C)/C=C/C=O,II,1,SA10_Ames,none
CC(C)C=CC=O,II,1,SA10_Ames,none
CC(C)(O)Cc1ccccc1,I,0,,none
COc1cc(C)cc(OC)c1,I,0,,none
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,III,0,,none
CC(C)COC(=O)Cc1ccccc1,I,0,,none
FC(F)(F)Br,III,0,,I
C/C=C/S/C=C/C,I,0,,none
Cc1ccc(C(C)C)cc1OC(=O)c1ccccc1,I,0,,none
CCc1cnc(CC)c(C)n1,III,0,,none
CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,III,1,SA10_Ames,none
CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,III,1,SA10_Ames,none
O=[N+]([O-])c1cccc2ccccc12,III,1,SA27_Ames,II
C=CCCCC(=O)OCC,I,0,,none
CCCCCCCCC(OCC)OCC,I,0,,none
CCOC(=O)C1OC1(C)c1ccc(C)cc1,III,1,SA7_Ames,none
CCC(=O)OC,I,0,,none
CC(=CC=O)C(C)(C)C,II,1,SA10_Ames,none
CC(C)CCCC(=O)OCC(C)C,I,0,,none
CC(C)CC(=O)O.N,III,0,,II
CCCCC/C=C/C=C/C(=O)OCCC,I,0,,none
CCCCC/C=C\C=C\C(=O)OCCC,I,0,,none
CCCCCC=CC=CC(=O)OCCC,I,0,,none
C/C=C/c1cc(OC)c(OC)cc1OC,I,0,,none
C/C=C\c1cc(OC)c(OC)cc1OC,I,0,,none
CCC(COC(=O)CCCCCCCCCCCCCCC(C)C)(COC(=O)CCCCCCCCCCCCCCC(C)C)COC(=O)CCCCCCCCCCCCCCC(C)C,I,0,,none
C/C1=C\CCC2(C)O[C@@H]2CC(C)(C)/C=C/C1,III,1,SA7_Ames,none
C/C1=C\CCC2(C)OC2CC(C)(C)/C=C/C1,III,1,SA7_Ames,none
C/C1=C/CCC2(C)OC2CC(C)(C)/C=C\C1,III,1,SA7_Ames,none
CCCCC=C(C=O)CC,II,1,SA10_Ames,none
CCCC/C=C(/C=O)CC,II,1,SA10_Ames,none
CCCCC/C=C\CCCCC=O,I,1,SA11_Ames,none
CCCCC/C=C/CCCCC=O,I,1,SA11_Ames,none
CC=CSCCC,I,0,,none
CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,III,0,,III
CC(C)=CCCC1=CCCC(C=O)C1,I,1,SA11_Ames,none
CCN(CC)CCCl.O=S(=O)(O)O,III,1,SA8_Ames,III
CC1=CC(=O)CCCCCCCCCCCC1,II,1,SA10_Ames,none
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1,III,1,SA27_Ames,II
O=CO.O=CO.[Ni],III,0,,none
CC(C)c1ccc(CCC=O)cc1,I,1,SA11_Ames,none
CC(C=O)CCc1ccccc1,I,1,SA11_Ames,none
C/C=C(\C)C(=O)OC1CCCCC1,I,0,,none
CCCCOC(CC(C)C)OCCCC,I,0,,none
N#CCNC(=O)c1cnccc1C(F)(F)F,III,0,,I
Cc1cccc(O)c1,I,0,,none
CCCCCCCCCCCCCCCC(=O)OCCCCCCC,I,0,,none
COc1ccc(/C=C/C(=O)NCCc2ccc3c(c2)OCO3)cc1OC,III,0,,none
CC(C)C1=CC(=O)C(C)CC1,II,1,SA10_Ames,none
Cc1cncs1,II,0,,none
COC(=O)C1CC2C=CC1C2,I,0,,none
O=[As]([O-])([O-])[O-].O=[As]([O-])([O-])[O-].[Ca+2].[Ca+2].[Ca+2],III,0,,none
Cc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],III,1,SA27_Ames,II
CC=Cc1ccc(O)c(OC)c1OC,I,0,,none
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,III,0,,III
C=C(C)C1CCC(C)CC1=O,I,0,,none
COCC(=O)O,I,0,,none
C=CCSSSSCC=C,III,0,,none
CCCCCCCCC(=O)C(C)=O,III,0,,none
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,III,1,SA28bis_Ames,II
CC(C)OC=O,I,0,,none
CCC/C=C/CCOC(=O)C(C)C,I,0,,none
CCCCCCC(=O)OC(C)C,I,0,,none
Sc1cccc[13cH]1,III,0,,none
Sc1ccccc1,III,0,,none
CCCCCC[C@H]1O[C@@H]1/C=C/C=O,III,1,SA10_Ames;SA7_Ames,none
CCCCCCC1OC1/C=C/C=O,III,1,SA10_Ames;SA7_Ames,none
CCCCCCC1OC1C=CC=O,III,1,SA10_Ames;SA7_Ames,none
CC1=C(O)C(=O)[C@H](C)[C@@H]1C,II,1,SA10_Ames,none
CC1=C(O)C(=O)[C@H](C)[C@H]1C,II,1,SA10_Ames,none
CC1=C(O)C(=O)C(C)C1C,II,1,SA10_Ames,none
CCCCCC(=O)OCC(C)OC(=O)CCCCC,I,0,,none
C=C1CCC[C@]2(C)CCC(=C(C)C)C[C@@H]12,I,0,,none
C=C1CCCC2(C)CCC(=C(C)C)CC12,I,0,,none
C=CCOC(=O)CCC,III,0,,none
C=CC(=C)c1ccccc1.CC(C)=O,I,1,SA38_Ames,none
C[C@H](CO)c1ccccc1,I,0,,none
C[C@@H](CO)c1ccccc1,I,0,,none
CC(CO)c1ccccc1,I,0,,none
C=CCCC(C)=O,III,0,,none
OC(O)C(Cl)(Cl)Cl,III,0,,III
CCSC(C)CCO,I,0,,none
CCCCC/C(=C/c1ccccc1)COC(=O)CC(C)C,II,0,,none
CCCCCC(=Cc1ccccc1)COC(=O)CC(C)C,II,0,,none
C=C/C(C)=C\C/C=C(\C)COC(C)=O,I,0,,none
CC1(C)CC(N)CC(C)(CN)C1,III,0,,III
CC1=CCC(/C=C/C(C)C(C)O)C1(C)C,I,0,,none
CC1=CCC(/C=C\C(C)C(C)O)C1(C)C,I,0,,none
CC=CC(=O)OCc1ccco1,II,0,,none
CCCCCCCCCCCCCCCCOP(=O)(O)OCCCCCCCCCCCCCCCC,III,0,,none
Cc1ccccc1N,III,1,SA28_Ames,III
CC1(C)OCC(CO)O1,I,0,,none
N#CCc1ccc(Cc2ccccc2)cc1,III,0,,none
CC(C)CC(N)C(=O)O,I,0,,III
CC(C)C[C@H](N)C(=O)O,I,0,,III
CCC/C(C)=C\CCC(C)CCO,I,0,,none
CCCCC(=O)OCCC,I,0,,none
CC1(C)C2CC=C(CCO)C1C2,I,0,,none
O=S(=O)([O-])OOS(=O)(=O)[O-].[NH4+].[NH4+],III,0,,none
CCC(C=O)Cc1ccccc1,I,1,SA11_Ames,none
CCCC(=S)OCC,III,0,,none
CNC,III,0,,III
CC1COC(C)O1,I,0,,none
CC(=O)[C@@H](C)O,I,0,,none
CC(=O)C(C)O,I,0,,none
CC(=O)[C@H](C)O,I,0,,none
Cl.N[C@@H](CCC(=O)O)C(=O)O,III,0,,III
CCOC(=O)SCc1ccco1,III,0,,none
Pc1ccccc1,III,0,,none
CCCC1C2C=CC(C2)C1C=O,I,1,SA11_Ames,none
CCCCCCC#CC(OC)OC,III,0,,none
C/C=C\CCCCCCCC#N,III,0,,none
C/C=C/CCCCCCCC#N,III,0,,none
CCCCC(C(=O)OCC)C(=O)OCC,I,0,,none
NCCNCCN,III,0,,III
CCCCCC(=O)OCCCC,I,0,,none
CCCOCc1ccccc1,III,0,,none
NNc1nncc2ccccc12,III,1,SA13_Ames,III
COC(=O)CCc1ccccc1,I,0,,none
CCCCCCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,I,0,,none
CC(N)c1ccccc1,III,0,,III
Nc1nc(=O)c2ncn([C@@H]3O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]3O)c2[nH]1,III,1,SA28_Ames,III
CC(C)CC1NC(CC(C)C)SC(CC(C)C)S1,II,0,,III
CCCCC(CC)C(=O)OCC(C)CC,I,0,,none
O=C(Cc1ccccc1)OCc1ccco1,II,0,,none
Cc1ccc(N)cc1Cl,III,1,SA28_Ames,III
C=CCC1CCCCC1.CCC(=O)O,I,0,,none
[As],III,0,,none
CCCCC(CC=O)SC,I,1,SA11_Ames,none
NC(N)=NC(=O)c1nc(Cl)c(N2CCCCCC2)nc1N,III,1,SA28_Ames,III
I[Pb]I,III,0,,none
CC(CO)Cc1ccc(C(C)C)cc1,I,0,,none
CC(=CC=O)CCCC(C)C,II,1,SA10_Ames,none
CCCCCCOC(=O)C(C)(C)C,I,0,,none
CC(C)C(=O)OCc1ccc2c(c1)OCO2,III,0,,none
CSC(=O)c1ccccc1,III,0,,none
CCC(C)C1CCCCC1=O,I,0,,none
C=CCc1ccc(O)c(OC)c1,I,1,SA38_Ames,none
O=C=NCCCCCCN=C=O,III,1,SA15_Ames,none
CC1(C)C2CC3C(C2)C31C,I,0,,none
CCCOC(=O)C=Cc1ccco1,II,0,,none
CCCOC(=O)/C=C\c1ccco1,II,0,,none
CC/C=C\CCCC(=O)O,I,0,,none
CSC(C)CC(=O)OCC(C)C,I,0,,none
C=CC(=C)C,I,0,,none
C=C(C)C(=O)OCC[N+](C)(C)C.[Cl-],III,0,,III
COc1cc2c(cc1OC)[C@@]13CCN4CC5=CCOC6CC(=O)N2C1[C@H]6[C@H]5C[C@H]43,III,0,,II
COc1cc2c(cc1OC)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,III,0,,II
O=CCc1ccc2c(c1)OCO2,III,1,SA11_Ames,none
C=CC(C)(CCC=C(C)C)OC(=O)Cc1ccccc1,I,0,,none
CCC1CCC(=O)C1=O,III,0,,none
CC1OCCC(C)(C)S1,II,0,,none
CCCC(=O)Oc1ccc(C)cc1,I,0,,none
C/C=C/c1cc(OC)c(OC)c(OC)c1,I,0,,none
CC(=O)C(C)CC1=C(C)CCCC1(C)C,I,0,,none
CCCCCCC/C=C(/C=O)CCCCCC,II,1,SA10_Ames,none
CCCCCCCC=C(C=O)CCCCCC,II,1,SA10_Ames,none
CN(c1ccccc1)c1nc(Cl)nc(Nc2cc(S(=O)(=O)O)cc3cc(S(=O)(=O)O)c(N=Nc4ccccc4S(=O)(=O)O)c(O)c23)n1,III,0,aN=Na,III
CCCCCCOC(=O)CC(C)C,I,0,,none
CCCCCOCc1ccccc1,III,0,,none
O=C1CCCN1CC#CCN1CCCC1,III,0,,II
C1=CNCC1,II,0,,III
CCCCCCCCCCC,I,0,,none
CC(=O)/C=C/CC(C)C,II,1,SA10_Ames,none
CC(=O)C=CCC(C)C,II,1,SA10_Ames,none
CCCCCC(=O)OCCCc1ccccc1,I,0,,none
COCc1ccc(OC)cc1,III,0,,none
COc1ncc(CC(C)C)nc1C,II,0,,none
CC1=NC(C(C)C)SC1,II,0,,none
CCC1=C(O)C(=O)CC1C,II,1,SA10_Ames,none
CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C(=O)O)[C@H]2CC1,I,0,,none
CC(C)C1=CC2=CCC3C(C)(C(=O)O)CCCC3(C)C2CC1,I,0,,none
